4,4163c4,4163
< 3.046503e+02 3.340176e+02 1.182282e+00 9.479124e+01     Pix  0  0
< 3.019455e+02 2.219796e+02 1.305665e+00 1.108876e+02     Pix  0  1
< -3.207862e+02 8.704350e+02 -2.404167e-01 2.163672e+02     Pix  0  2
< 1.998909e+02 3.656184e+02 9.329677e-01 9.469435e+01     Pix  0  3
< 2.585751e+02 2.445420e+02 1.364213e+00 7.587725e+01     Pix  0  4
< 1.023837e+02 5.229048e+02 5.004833e-01 1.208573e+02     Pix  0  5
< 2.705172e+02 3.186898e+02 1.124557e+00 9.041798e+01     Pix  0  6
< 3.053438e+02 2.789209e+02 1.255336e+00 9.742076e+01     Pix  0  7
< 2.966609e+02 2.726639e+02 1.248824e+00 9.322653e+01     Pix  0  8
< 2.971167e+02 2.730052e+02 1.248054e+00 9.344293e+01     Pix  0  9
< 2.821093e+02 3.292842e+02 1.142189e+00 9.522274e+01     Pix  0 10
< 2.202428e+02 3.856304e+02 8.367185e-01 9.450906e+01     Pix  0 11
< -2.630447e+02 7.632021e+02 -2.904866e-01 1.957147e+02     Pix  0 12
< -4.287555e+02 6.842752e+02 -5.730630e-01 2.863606e+02     Pix  0 13
< 2.931661e+02 2.819012e+02 1.137591e+00 9.970950e+01     Pix  0 14
< 2.704235e+02 3.313900e+02 1.123543e+00 9.967847e+01     Pix  0 15
< -2.423332e+02 4.525792e+02 -3.821652e-01 1.707637e+02     Pix  0 16
< 1.999571e+02 3.652643e+02 9.444253e-01 9.463049e+01     Pix  0 17
< 2.793187e+02 2.715910e+02 1.143009e+00 9.296917e+01     Pix  0 18
< 2.806543e+02 3.278835e+02 1.133641e+00 9.460775e+01     Pix  0 19
< 2.695620e+02 3.175178e+02 1.070827e+00 8.998944e+01     Pix  0 20
< -2.498030e+02 6.879931e+02 -2.707633e-01 1.977466e+02     Pix  0 21
< 2.292877e+02 3.840129e+02 1.012593e+00 8.797784e+01     Pix  0 22
< 1.005589e+02 2.832177e+02 8.217009e-01 6.086679e+01     Pix  0 23
< 7.670076e+01 1.640750e+02 1.003242e+00 3.516976e+01     Pix  0 24
< 3.025539e+02 2.223082e+02 1.223511e+00 1.113281e+02     Pix  0 25
< 2.204090e+02 3.866697e+02 8.034669e-01 9.473596e+01     Pix  0 26
< 2.325930e+02 3.889727e+02 9.285236e-01 8.935455e+01     Pix  0 27
< 2.903299e+02 2.800147e+02 1.140332e+00 9.832358e+01     Pix  0 28
