Parameters of the vcal vs. pulse height fits
par[3] + par[2] * TMath::TanH(par[0]*x[0] - par[1])

2.000000e-03 4.852660e-01 1.651823e+02 1.015629e+02     Pix  0  0
2.000000e-03 4.970622e-01 1.638591e+02 9.974015e+01     Pix  0  1
2.000000e-03 4.165529e-01 1.698635e+02 9.802608e+01     Pix  0  2
2.000000e-03 4.653812e-01 1.646288e+02 1.022125e+02     Pix  0  3
2.000000e-03 4.213956e-01 1.687139e+02 9.932283e+01     Pix  0  4
2.000000e-03 4.373218e-01 1.687652e+02 9.959444e+01     Pix  0  5
2.000000e-03 4.651789e-01 1.677603e+02 9.879513e+01     Pix  0  6
2.000000e-03 4.885710e-01 1.652688e+02 1.018341e+02     Pix  0  7
2.000000e-03 5.204860e-01 1.646656e+02 1.003299e+02     Pix  0  8
2.000000e-03 4.593128e-01 1.669840e+02 9.827913e+01     Pix  0  9
2.000000e-03 5.267877e-01 1.629445e+02 1.015643e+02     Pix  0 10
2.000000e-03 4.989322e-01 1.671689e+02 9.822630e+01     Pix  0 11
2.000000e-03 4.995214e-01 1.679749e+02 9.848678e+01     Pix  0 12
2.000000e-03 5.137635e-01 1.659699e+02 9.505296e+01     Pix  0 13
2.000000e-03 5.555927e-01 1.613800e+02 1.000099e+02     Pix  0 14
2.000000e-03 4.843856e-01 1.650785e+02 1.022523e+02     Pix  0 15
2.000000e-03 4.555415e-01 1.668592e+02 1.002535e+02     Pix  0 16
2.000000e-03 4.768527e-01 1.665592e+02 9.890815e+01     Pix  0 17
2.000000e-03 5.078700e-01 1.658967e+02 9.830060e+01     Pix  0 18
2.000000e-03 5.046914e-01 1.663692e+02 9.976568e+01     Pix  0 19
2.000000e-03 5.149804e-01 1.681171e+02 9.769458e+01     Pix  0 20
2.000000e-03 4.736734e-01 1.681586e+02 9.704845e+01     Pix  0 21
1.999542e-03 4.807917e-01 1.642497e+02 9.874491e+01     Pix  0 22
2.000000e-03 4.794595e-01 1.672785e+02 9.765560e+01     Pix  0 23
2.000000e-03 5.120082e-01 1.680553e+02 9.643546e+01     Pix  0 24
2.000000e-03 5.579331e-01 1.647246e+02 9.864525e+01     Pix  0 25
2.000000e-03 5.367484e-01 1.644368e+02 9.837838e+01     Pix  0 26
2.000000e-03 5.446187e-01 1.629704e+02 1.025870e+02     Pix  0 27
2.000000e-03 4.961566e-01 1.686003e+02 9.538694e+01     Pix  0 28
2.000000e-03 5.086603e-01 1.652692e+02 1.008310e+02     Pix  0 29
1.998395e-03 5.143085e-01 1.657783e+02 9.600666e+01     Pix  0 30
2.000000e-03 5.079454e-01 1.652822e+02 1.004848e+02     Pix  0 31
2.000000e-03 5.292870e-01 1.632026e+02 9.870039e+01     Pix  0 32
2.000000e-03 4.531365e-01 1.672725e+02 1.010790e+02     Pix  0 33
2.000000e-03 4.843796e-01 1.642667e+02 1.021984e+02     Pix  0 34
2.000000e-03 4.739581e-01 1.641802e+02 1.024099e+02     Pix  0 35
2.000000e-03 5.049217e-01 1.669318e+02 9.721255e+01     Pix  0 36
2.000000e-03 5.242328e-01 1.651566e+02 9.986564e+01     Pix  0 37
2.000000e-03 5.457393e-01 1.626247e+02 1.008939e+02     Pix  0 38
2.000000e-03 4.919377e-01 1.664384e+02 9.887868e+01     Pix  0 39
2.000000e-03 5.245533e-01 1.657898e+02 1.010184e+02     Pix  0 40
2.000000e-03 5.250644e-01 1.646033e+02 9.807814e+01     Pix  0 41
2.000000e-03 5.170336e-01 1.666356e+02 9.570163e+01     Pix  0 42
1.997320e-03 5.653396e-01 1.637043e+02 9.713072e+01     Pix  0 43
2.000000e-03 5.316771e-01 1.666240e+02 9.595817e+01     Pix  0 44
2.000000e-03 5.283125e-01 1.642137e+02 1.002554e+02     Pix  0 45
2.000000e-03 4.997936e-01 1.688240e+02 9.665953e+01     Pix  0 46
2.000000e-03 5.262283e-01 1.643786e+02 1.000301e+02     Pix  0 47
2.000000e-03 5.180879e-01 1.655928e+02 9.547883e+01     Pix  0 48
1.999966e-03 5.013824e-01 1.698297e+02 9.286404e+01     Pix  0 49
2.000000e-03 5.397515e-01 1.637221e+02 9.873582e+01     Pix  0 50
2.000000e-03 4.837067e-01 1.663695e+02 9.798526e+01     Pix  0 51
2.000000e-03 4.409208e-01 1.672766e+02 9.872669e+01     Pix  0 52
2.000000e-03 4.534777e-01 1.667600e+02 1.002566e+02     Pix  0 53
2.000000e-03 5.283366e-01 1.646709e+02 9.921494e+01     Pix  0 54
2.000000e-03 5.054024e-01 1.677275e+02 9.734097e+01     Pix  0 55
2.000000e-03 5.171505e-01 1.650807e+02 1.000215e+02     Pix  0 56
2.000000e-03 5.145733e-01 1.650320e+02 9.961573e+01     Pix  0 57
2.000000e-03 5.173174e-01 1.642571e+02 9.769304e+01     Pix  0 58
2.000000e-03 5.341912e-01 1.632387e+02 1.007272e+02     Pix  0 59
2.000000e-03 5.309885e-01 1.645727e+02 9.690710e+01     Pix  0 60
2.000000e-03 5.417237e-01 1.641706e+02 9.725856e+01     Pix  0 61
2.000000e-03 5.757103e-01 1.618017e+02 9.864516e+01     Pix  0 62
2.000000e-03 5.099449e-01 1.636654e+02 1.005535e+02     Pix  0 63
2.000000e-03 5.474744e-01 1.615240e+02 1.016402e+02     Pix  0 64
2.000000e-03 5.609118e-01 1.621492e+02 9.906834e+01     Pix  0 65
1.999956e-03 5.765114e-01 1.621628e+02 9.890631e+01     Pix  0 66
2.000000e-03 5.837505e-01 1.615787e+02 1.010869e+02     Pix  0 67
2.000000e-03 5.670534e-01 1.632390e+02 9.811422e+01     Pix  0 68
2.000000e-03 5.089216e-01 1.619377e+02 1.027872e+02     Pix  0 69
