Parameters of the vcal vs. pulse height fits
par[3] + par[2] * TMath::TanH(par[0]*x[0] - par[1])

2.000000e-03 5.007127e-01 1.603693e+02 1.039370e+02     Pix  0  0
2.000000e-03 5.384031e-01 1.571147e+02 1.073367e+02     Pix  0  1
2.000000e-03 4.767594e-01 1.617771e+02 1.030951e+02     Pix  0  2
2.000000e-03 5.223453e-01 1.578586e+02 1.064194e+02     Pix  0  3
2.000000e-03 4.593996e-01 1.611966e+02 1.042993e+02     Pix  0  4
2.000000e-03 5.387324e-01 1.551300e+02 1.088529e+02     Pix  0  5
2.000000e-03 5.224545e-01 1.598691e+02 1.036274e+02     Pix  0  6
2.000000e-03 5.103540e-01 1.616233e+02 1.037100e+02     Pix  0  7
2.000000e-03 4.786393e-01 1.612544e+02 1.041088e+02     Pix  0  8
2.000000e-03 4.979145e-01 1.610634e+02 1.054138e+02     Pix  0  9
2.000000e-03 5.161110e-01 1.615467e+02 1.023302e+02     Pix  0 10
2.000000e-03 5.412614e-01 1.580816e+02 1.051466e+02     Pix  0 11
1.998579e-03 5.545933e-01 1.583285e+02 1.034628e+02     Pix  0 12
2.000000e-03 5.511760e-01 1.592254e+02 1.042117e+02     Pix  0 13
2.000000e-03 4.950527e-01 1.653053e+02 9.896881e+01     Pix  0 14
2.000000e-03 4.933123e-01 1.610114e+02 1.037961e+02     Pix  0 15
2.000000e-03 4.844423e-01 1.607871e+02 1.045375e+02     Pix  0 16
2.000000e-03 4.927206e-01 1.598376e+02 1.053332e+02     Pix  0 17
2.000000e-03 4.851832e-01 1.620212e+02 1.043105e+02     Pix  0 18
2.000000e-03 4.929837e-01 1.644060e+02 1.031117e+02     Pix  0 19
2.000000e-03 5.588290e-01 1.596013e+02 1.031770e+02     Pix  0 20
2.000000e-03 4.609521e-01 1.648246e+02 1.017049e+02     Pix  0 21
2.000000e-03 5.208894e-01 1.618849e+02 1.028044e+02     Pix  0 22
2.000000e-03 5.110216e-01 1.621134e+02 1.011049e+02     Pix  0 23
2.000000e-03 5.723888e-01 1.597271e+02 1.011334e+02     Pix  0 24
2.000000e-03 5.517888e-01 1.607955e+02 1.009970e+02     Pix  0 25
2.000000e-03 5.265746e-01 1.614034e+02 1.018120e+02     Pix  0 26
2.000000e-03 5.257545e-01 1.625100e+02 1.000311e+02     Pix  0 27
2.000000e-03 5.376923e-01 1.627546e+02 1.017225e+02     Pix  0 28
2.000000e-03 5.528736e-01 1.591441e+02 1.034441e+02     Pix  0 29
2.000000e-03 5.406295e-01 1.621153e+02 1.010026e+02     Pix  0 30
2.000000e-03 5.305416e-01 1.637620e+02 1.001916e+02     Pix  0 31
2.000000e-03 5.500513e-01 1.610747e+02 9.995018e+01     Pix  0 32
2.000000e-03 5.644875e-01 1.569268e+02 1.058076e+02     Pix  0 33
2.000000e-03 5.017998e-01 1.614758e+02 1.035133e+02     Pix  0 34
2.000000e-03 4.959601e-01 1.625301e+02 1.027997e+02     Pix  0 35
2.000000e-03 5.370496e-01 1.611191e+02 1.021113e+02     Pix  0 36
2.000000e-03 5.170768e-01 1.642976e+02 1.004310e+02     Pix  0 37
2.000000e-03 5.482814e-01 1.610867e+02 1.025767e+02     Pix  0 38
