Parameters of the vcal vs. pulse height fits
par[3] + par[2] * TMath::TanH(par[0]*x[0] - par[1])

2.000000e-03 4.714609e-01 1.664323e+02 9.958375e+01     Pix  0  0
2.000000e-03 3.744845e-01 1.737431e+02 9.594995e+01     Pix  0  1
2.000000e-03 4.810130e-01 1.672648e+02 9.681280e+01     Pix  0  2
2.000000e-03 4.500807e-01 1.641807e+02 1.012555e+02     Pix  0  3
2.000000e-03 4.327665e-01 1.687008e+02 9.686026e+01     Pix  0  4
2.000000e-03 3.791090e-01 1.760678e+02 9.460155e+01     Pix  0  5
2.000000e-03 4.807069e-01 1.665683e+02 9.737743e+01     Pix  0  6
1.999999e-03 4.815312e-01 1.682416e+02 9.824533e+01     Pix  0  7
2.000000e-03 4.400202e-01 1.725299e+02 9.433185e+01     Pix  0  8
2.000000e-03 4.319300e-01 1.711275e+02 9.703280e+01     Pix  0  9
2.000000e-03 4.690000e-01 1.691247e+02 9.664979e+01     Pix  0 10
2.000000e-03 4.446772e-01 1.709288e+02 9.550339e+01     Pix  0 11
2.000000e-03 4.781351e-01 1.697433e+02 9.718542e+01     Pix  0 12
2.000000e-03 4.674856e-01 1.736216e+02 9.099922e+01     Pix  0 13
2.000000e-03 4.740775e-01 1.732586e+02 9.381959e+01     Pix  0 14
2.000000e-03 4.810072e-01 1.644627e+02 1.013465e+02     Pix  0 15
2.000000e-03 3.989544e-01 1.758996e+02 9.172439e+01     Pix  0 16
2.000000e-03 4.175935e-01 1.728215e+02 9.763705e+01     Pix  0 17
2.000000e-03 4.306972e-01 1.731538e+02 9.326135e+01     Pix  0 18
2.000000e-03 4.543817e-01 1.709059e+02 9.575304e+01     Pix  0 19
2.000000e-03 4.605723e-01 1.717536e+02 9.427157e+01     Pix  0 20
2.000000e-03 4.142252e-01 1.754128e+02 9.104218e+01     Pix  0 21
2.000000e-03 4.084790e-01 1.743640e+02 9.384052e+01     Pix  0 22
2.000000e-03 4.296323e-01 1.753500e+02 9.335147e+01     Pix  0 23
2.000000e-03 4.281409e-01 1.750369e+02 9.284919e+01     Pix  0 24
2.000000e-03 4.864400e-01 1.718260e+02 9.477862e+01     Pix  0 25
2.000000e-03 4.760124e-01 1.697754e+02 9.669225e+01     Pix  0 26
2.000000e-03 4.102290e-01 1.739942e+02 9.300622e+01     Pix  0 27
2.000000e-03 4.001906e-01 1.775175e+02 9.220047e+01     Pix  0 28
2.000000e-03 4.223009e-01 1.736796e+02 9.569041e+01     Pix  0 29
2.000000e-03 4.629583e-01 1.725413e+02 9.271622e+01     Pix  0 30
2.000000e-03 4.770141e-01 1.707676e+02 9.597038e+01     Pix  0 31
2.000000e-03 5.152705e-01 1.685378e+02 9.512155e+01     Pix  0 32
2.000000e-03 4.548763e-01 1.703634e+02 9.754779e+01     Pix  0 33
2.000000e-03 4.100150e-01 1.736452e+02 9.567884e+01     Pix  0 34
