Parameters of the vcal vs. pulse height fits
par[3] + par[2] * TMath::TanH(par[0]*x[0] - par[1])

2.000000e-03 4.363799e-01 1.592797e+02 1.072895e+02     Pix  0  0
2.000000e-03 4.924867e-01 1.580404e+02 1.066600e+02     Pix  0  1
2.000000e-03 4.972922e-01 1.553865e+02 1.091156e+02     Pix  0  2
2.000000e-03 4.947241e-01 1.560360e+02 1.092757e+02     Pix  0  3
2.000000e-03 4.477131e-01 1.589172e+02 1.100234e+02     Pix  0  4
2.000000e-03 4.586786e-01 1.592644e+02 1.065013e+02     Pix  0  5
1.999985e-03 5.133633e-01 1.559661e+02 1.055946e+02     Pix  0  6
2.000000e-03 5.366840e-01 1.560078e+02 1.067669e+02     Pix  0  7
2.000000e-03 5.108749e-01 1.573455e+02 1.053353e+02     Pix  0  8
2.000000e-03 4.726216e-01 1.597168e+02 1.058214e+02     Pix  0  9
2.000000e-03 4.669500e-01 1.623603e+02 1.021337e+02     Pix  0 10
2.000000e-03 5.175713e-01 1.554752e+02 1.072996e+02     Pix  0 11
1.999626e-03 4.882953e-01 1.630408e+02 1.002129e+02     Pix  0 12
2.000000e-03 5.069301e-01 1.597164e+02 1.044287e+02     Pix  0 13
2.000000e-03 5.388024e-01 1.577467e+02 1.076170e+02     Pix  0 14
2.000000e-03 4.584515e-01 1.608836e+02 1.059721e+02     Pix  0 15
2.000000e-03 4.649788e-01 1.638572e+02 1.020231e+02     Pix  0 16
2.000000e-03 4.885610e-01 1.581071e+02 1.067213e+02     Pix  0 17
2.000000e-03 4.934179e-01 1.593262e+02 1.053090e+02     Pix  0 18
2.000000e-03 4.975534e-01 1.620962e+02 1.033684e+02     Pix  0 19
2.000000e-03 5.067296e-01 1.602968e+02 1.050086e+02     Pix  0 20
2.000000e-03 4.818134e-01 1.609844e+02 1.044700e+02     Pix  0 21
2.000000e-03 4.637783e-01 1.635123e+02 1.045413e+02     Pix  0 22
2.000000e-03 5.059977e-01 1.599060e+02 1.042905e+02     Pix  0 23
2.000000e-03 4.837278e-01 1.656264e+02 1.003755e+02     Pix  0 24
2.000000e-03 5.603269e-01 1.590503e+02 1.043229e+02     Pix  0 25
2.000000e-03 5.063745e-01 1.613741e+02 1.021778e+02     Pix  0 26
2.000000e-03 5.234546e-01 1.586627e+02 1.071379e+02     Pix  0 27
2.000000e-03 4.580452e-01 1.651323e+02 1.013720e+02     Pix  0 28
2.000000e-03 5.088116e-01 1.593948e+02 1.062583e+02     Pix  0 29
2.000000e-03 5.000348e-01 1.638837e+02 9.924799e+01     Pix  0 30
2.000000e-03 4.970795e-01 1.643775e+02 9.898536e+01     Pix  0 31
2.000000e-03 5.131073e-01 1.602396e+02 1.025099e+02     Pix  0 32
2.000000e-03 4.580208e-01 1.615155e+02 1.051344e+02     Pix  0 33
2.000000e-03 4.177737e-01 1.653232e+02 1.031841e+02     Pix  0 34
2.000000e-03 4.324712e-01 1.635812e+02 1.042611e+02     Pix  0 35
2.000000e-03 5.273721e-01 1.579280e+02 1.052873e+02     Pix  0 36
2.000000e-03 5.508604e-01 1.555879e+02 1.090520e+02     Pix  0 37
2.000000e-03 4.938803e-01 1.608041e+02 1.041563e+02     Pix  0 38
2.000000e-03 4.926362e-01 1.603877e+02 1.038782e+02     Pix  0 39
2.000000e-03 4.671025e-01 1.629510e+02 1.039048e+02     Pix  0 40
2.000000e-03 4.917958e-01 1.610358e+02 1.046539e+02     Pix  0 41
2.000000e-03 5.266150e-01 1.597774e+02 1.022179e+02     Pix  0 42
2.000000e-03 4.907247e-01 1.648024e+02 9.925720e+01     Pix  0 43
2.000000e-03 5.245778e-01 1.604150e+02 1.030708e+02     Pix  0 44
2.000000e-03 5.049222e-01 1.594451e+02 1.042971e+02     Pix  0 45
2.000000e-03 4.838261e-01 1.616389e+02 1.047091e+02     Pix  0 46
2.000000e-03 4.952104e-01 1.606389e+02 1.042749e+02     Pix  0 47
2.000000e-03 5.205655e-01 1.620628e+02 1.021571e+02     Pix  0 48
2.000000e-03 5.553753e-01 1.593371e+02 1.035670e+02     Pix  0 49
1.999997e-03 5.337762e-01 1.589986e+02 1.029147e+02     Pix  0 50
2.000000e-03 4.694484e-01 1.610622e+02 1.047191e+02     Pix  0 51
2.000000e-03 4.732229e-01 1.627230e+02 1.028810e+02     Pix  0 52
2.000000e-03 4.966647e-01 1.597142e+02 1.051808e+02     Pix  0 53
2.000000e-03 5.267881e-01 1.591902e+02 1.046682e+02     Pix  0 54
2.000000e-03 5.067600e-01 1.619286e+02 1.014560e+02     Pix  0 55
2.000000e-03 4.867568e-01 1.606981e+02 1.038821e+02     Pix  0 56
1.999894e-03 5.526906e-01 1.558876e+02 1.052185e+02     Pix  0 57
2.000000e-03 5.451093e-01 1.563480e+02 1.060129e+02     Pix  0 58
2.000000e-03 5.264782e-01 1.594642e+02 1.055900e+02     Pix  0 59
2.000000e-03 5.627715e-01 1.572657e+02 1.047750e+02     Pix  0 60
2.000000e-03 5.647995e-01 1.585734e+02 1.042474e+02     Pix  0 61
2.000000e-03 5.484065e-01 1.593315e+02 1.019853e+02     Pix  0 62
1.999988e-03 4.807605e-01 1.610696e+02 1.022756e+02     Pix  0 63
2.000000e-03 5.015446e-01 1.621529e+02 1.017581e+02     Pix  0 64
2.000000e-03 5.527905e-01 1.561144e+02 1.059022e+02     Pix  0 65
2.000000e-03 5.296286e-01 1.587563e+02 1.032197e+02     Pix  0 66
2.000000e-03 5.734686e-01 1.568651e+02 1.040757e+02     Pix  0 67
