4,4163c4,4163
< 2.661577e+02 4.874623e+02 7.435203e-01 1.462983e+02     Pix  0  0
< 2.685818e+02 4.938052e+02 7.182043e-01 1.484183e+02     Pix  0  1
< 2.554145e+02 4.920463e+02 7.224491e-01 1.484958e+02     Pix  0  2
< 2.652873e+02 4.753903e+02 7.680998e-01 1.443791e+02     Pix  0  3
< 2.703124e+02 4.779634e+02 7.721686e-01 1.441979e+02     Pix  0  4
< 2.735192e+02 4.623198e+02 7.860316e-01 1.429862e+02     Pix  0  5
< 2.601191e+02 4.957124e+02 6.916770e-01 1.513998e+02     Pix  0  6
< 2.767304e+02 5.129427e+02 6.804312e-01 1.523415e+02     Pix  0  7
< 2.809223e+02 4.765926e+02 7.455003e-01 1.461073e+02     Pix  0  8
< 2.654553e+02 4.880701e+02 7.099303e-01 1.494088e+02     Pix  0  9
< 2.730925e+02 5.044888e+02 6.866880e-01 1.512736e+02     Pix  0 10
< 2.748442e+02 4.753235e+02 7.436951e-01 1.468068e+02     Pix  0 11
< 2.840185e+02 5.025258e+02 6.736687e-01 1.525640e+02     Pix  0 12
< 2.752330e+02 5.256154e+02 6.346353e-01 1.554119e+02     Pix  0 13
< 2.649619e+02 5.421681e+02 5.941212e-01 1.605001e+02     Pix  0 14
< 2.485065e+02 5.227494e+02 6.407505e-01 1.557957e+02     Pix  0 15
< 2.674196e+02 4.813381e+02 7.520539e-01 1.458473e+02     Pix  0 16
< 2.632328e+02 4.686421e+02 7.729073e-01 1.443530e+02     Pix  0 17
< 2.771166e+02 4.702688e+02 7.436834e-01 1.459890e+02     Pix  0 18
< 2.600658e+02 5.166943e+02 6.409014e-01 1.559728e+02     Pix  0 19
< 2.574902e+02 5.036037e+02 6.463990e-01 1.552733e+02     Pix  0 20
< 2.717559e+02 4.752258e+02 7.450020e-01 1.465299e+02     Pix  0 21
< 2.871456e+02 4.892782e+02 7.380534e-01 1.466091e+02     Pix  0 22
< 2.584071e+02 5.073679e+02 6.379743e-01 1.561327e+02     Pix  0 23
< 2.695659e+02 5.113030e+02 6.363284e-01 1.563438e+02     Pix  0 24
< 2.836825e+02 5.227141e+02 6.057380e-01 1.577927e+02     Pix  0 25
< 2.884132e+02 5.036088e+02 6.458307e-01 1.543372e+02     Pix  0 26
< 2.849555e+02 4.881235e+02 7.362211e-01 1.470766e+02     Pix  0 27
< 2.702274e+02 4.983417e+02 6.870588e-01 1.515109e+02     Pix  0 28
< 2.790611e+02 4.942702e+02 6.924815e-01 1.508166e+02     Pix  0 29
< 2.591064e+02 5.315889e+02 5.904928e-01 1.609196e+02     Pix  0 30
< 2.746170e+02 4.931402e+02 6.711361e-01 1.529467e+02     Pix  0 31
< 2.770160e+02 5.067483e+02 6.559235e-01 1.538274e+02     Pix  0 32
< 2.654471e+02 4.779697e+02 7.353087e-01 1.475426e+02     Pix  0 33
< 2.531163e+02 4.996988e+02 6.793919e-01 1.525513e+02     Pix  0 34
< 2.673344e+02 4.746398e+02 7.434478e-01 1.466591e+02     Pix  0 35
< 2.736366e+02 4.884567e+02 6.812354e-01 1.518158e+02     Pix  0 36
< 2.777389e+02 4.736722e+02 7.347350e-01 1.472508e+02     Pix  0 37
< 2.673427e+02 5.050335e+02 6.373002e-01 1.561593e+02     Pix  0 38
< 2.759942e+02 4.693742e+02 7.524156e-01 1.458752e+02     Pix  0 39
< 2.766733e+02 4.683050e+02 7.375589e-01 1.469497e+02     Pix  0 40
< 2.490202e+02 5.282297e+02 5.799334e-01 1.621551e+02     Pix  0 41
< 2.710653e+02 4.947595e+02 6.771497e-01 1.522636e+02     Pix  0 42
< 2.795245e+02 4.971693e+02 6.702923e-01 1.531367e+02     Pix  0 43
< 2.814254e+02 5.159544e+02 6.198924e-01 1.574029e+02     Pix  0 44
< 2.888156e+02 4.927538e+02 7.083740e-01 1.486154e+02     Pix  0 45
< 2.776936e+02 5.079059e+02 6.640463e-01 1.526838e+02     Pix  0 46
< 2.755063e+02 5.019052e+02 6.712029e-01 1.530024e+02     Pix  0 47
< 2.776550e+02 4.891426e+02 6.736928e-01 1.520286e+02     Pix  0 48
< 2.706815e+02 5.185673e+02 6.259156e-01 1.559156e+02     Pix  0 49
< 2.965853e+02 4.999931e+02 6.725476e-01 1.512754e+02     Pix  0 50
< 2.826570e+02 4.909465e+02 7.363986e-01 1.470961e+02     Pix  0 51
< 2.746160e+02 4.631231e+02 7.723289e-01 1.442106e+02     Pix  0 52
