5,4164c5,4164
<   46  61  77  92 108  92 140 178 219 255    Pix  0  0
<   46  61  76  91 106  91 137 175 216 255    Pix  0  1
<   48  63  79  94 109  94 142 181 222 255    Pix  0  2
<   46  61  76  91 107  92 139 177 217 255    Pix  0  3
<   53  67  83  98 114  99 147 185 225 255    Pix  0  4
<   48  62  78  92 107  93 139 177 217 255    Pix  0  5
<   44  58  74  89 104  90 136 175 214 255    Pix  0  6
<   44  59  75  89 105  90 138 178 217 255    Pix  0  7
<   49  63  79  95 110  95 142 182 222 255    Pix  0  8
<   46  62  77  92 108  94 141 181 221 255    Pix  0  9
<   42  57  73  88 103  89 136 174 215 255    Pix  0 10
<   42  56  71  87 102  87 134 173 212 255    Pix  0 11
<   39  53  67  83  98  85 131 169 208 255    Pix  0 12
<   39  53  70  84 100  85 132 171 211 255    Pix  0 13
<   40  55  69  87 102  88 136 175 216 255    Pix  0 14
<   46  61  77  92 108  93 140 180 219 255    Pix  0 15
<   49  63  78  93 109  94 142 180 220 255    Pix  0 16
<   47  63  78  93 109  94 141 180 221 255    Pix  0 17
<   47  63  78  94 109  95 142 183 223 255    Pix  0 18
<   44  60  75  90 108  91 141 180 221 255    Pix  0 19
<   37  51  66  81  97  83 130 168 206 255    Pix  0 20
<   47  63  79  94 110  95 143 183 225 255    Pix  0 21
<   41  56  72  87 103  88 135 175 215 255    Pix  0 22
<   41  56  71  86 101  87 135 174 213 255    Pix  0 23
<   34  47  64  77  93  78 126 163 204 255    Pix  0 24
<   35  50  66  81  96  81 128 167 207 255    Pix  0 25
<   40  54  70  85 100  85 134 172 212 255    Pix  0 26
<   38  53  68  83  98  84 131 170 211 255    Pix  0 27
<   37  52  68  83  99  84 132 171 212 255    Pix  0 28
<   38  53  68  82  99  84 132 171 210 255    Pix  0 29
<   37  51  65  82  97  83 132 169 210 255    Pix  0 30
<   37  52  67  83  98  84 131 171 211 255    Pix  0 31
<   35  50  65  80  94  81 128 166 204 255    Pix  0 32
<   41  55  69  85 100  86 133 170 209 255    Pix  0 33
<   45  59  76  90 106  91 139 177 218 255    Pix  0 34
<   44  59  75  91 106  92 140 179 219 255    Pix  0 35
<   39  53  69  84  99  84 132 171 211 255    Pix  0 36
<   39  53  69  85 100  86 134 173 213 255    Pix  0 37
<   37  52  67  83  98  84 132 170 211 255    Pix  0 38
<   41  56  71  86 102  88 134 174 214 255    Pix  0 39
<   39  53  68  83 100  85 132 171 211 255    Pix  0 40
<   37  52  66  82  96  82 129 169 207 255    Pix  0 41
<   34  49  65  79  95  81 128 167 207 255    Pix  0 42
<   32  46  62  76  93  77 125 164 203 255    Pix  0 43
<   37  52  68  82  99  83 132 170 210 255    Pix  0 44
<   40  54  70  85 101  86 134 173 213 255    Pix  0 45
<   38  53  69  84  99  85 132 171 212 255    Pix  0 46
<   39  53  70  85 101  85 133 173 212 255    Pix  0 47
<   39  55  71  86 102  87 136 176 217 255    Pix  0 48
<   30  44  61  75  90  76 123 161 203 255    Pix  0 49
<   30  44  59  72  89  75 121 158 199 255    Pix  0 50
<   43  57  71  88 103  88 136 174 215 255    Pix  0 51
<   40  56  70  86 100  86 134 173 213 255    Pix  0 52
<   41  55  71  86 102  88 136 174 216 255    Pix  0 53
<   36  50  66  80  96  82 130 169 209 255    Pix  0 54
<   36  50  66  82  97  83 130 170 211 255    Pix  0 55
<   38  53  69  85 101  85 134 174 215 255    Pix  0 56
<   38  53  68  82  97  84 132 171 209 255    Pix  0 57
<   38  52  68  83  98  84 132 170 211 255    Pix  0 58
<   40  54  70  86 100  86 134 174 213 255    Pix  0 59
<   29  44  60  73  89  75 121 160 200 255    Pix  0 60
<   34  49  65  81  97  81 130 170 212 255    Pix  0 61
<   35  49  66  81  97  82 130 170 210 255    Pix  0 62
<   40  55  71  86 103  88 137 175 217 255    Pix  0 63
<   37  51  67  82  98  83 131 171 210 255    Pix  0 64
<   33  47  63  78  95  79 127 167 208 255    Pix  0 65
<   33  48  64  79  95  80 128 168 209 255    Pix  0 66
<   27  41  55  70  85  71 118 157 196 255    Pix  0 67
<   33  47  64  79  95  80 129 169 210 255    Pix  0 68
<   42  55  72  88 104  89 137 176 217 255    Pix  0 69
<   39  53  69  85 100  85 134 172 213 255    Pix  0 70
<   43  57  74  89 107  91 140 180 221 255    Pix  0 71
<   37  52  67  82  98  84 131 172 212 255    Pix  0 72
<   32  46  63  77  94  79 128 168 208 255    Pix  0 73
<   35  49  64  81  96  81 130 170 211 255    Pix  0 74
<   37  51  67  82  97  83 131 170 211 255    Pix  0 75
<   35  48  64  78  94  80 127 167 207 255    Pix  0 76
<   37  52  68  83  99  85 133 173 214 255    Pix  0 77
<   31  45  62  77  94  78 129 168 209 255    Pix  0 78
<   33  45  61  75  88  75 120 156 195 255    Pix  0 79
<   50  65  83  98 115  99 151 191 234 255    Pix  1  0
<   45  60  77  93 109  93 143 185 226 255    Pix  1  1
<   44  60  77  92 109  93 144 186 228 255    Pix  1  2
<   50  65  82  97 115  98 149 191 232 255    Pix  1  3
<   48  64  81  96 114  98 148 190 231 255    Pix  1  4
<   44  60  76  93 109  93 146 188 229 255    Pix  1  5
<   39  54  72  87 105  89 139 180 223 255    Pix  1  6
<   40  55  72  88 105  88 140 181 221 255    Pix  1  7
<   44  58  75  91 107  90 139 180 222 255    Pix  1  8
<   38  52  69  85 101  85 136 177 218 255    Pix  1  9
<   45  60  78  94 111  96 147 190 232 255    Pix  1 10
<   38  54  71  87 104  88 139 180 223 255    Pix  1 11
<   37  52  69  85 102  87 137 179 222 255    Pix  1 12
<   37  53  70  86 102  87 138 180 221 255    Pix  1 13
<   32  48  65  80  98  82 133 173 216 255    Pix  1 14
<   47  63  80  98 114  97 148 190 233 255    Pix  1 15
<   44  59  76  93 109  94 146 186 228 255    Pix  1 16
<   45  61  77  93 109  94 145 186 227 255    Pix  1 17
<   40  56  73  90 107  91 141 182 224 255    Pix  1 18
<   43  57  76  91 108  92 144 186 228 255    Pix  1 19
<   43  59  76  93 110  93 145 187 229 255    Pix  1 20
<   43  58  75  91 107  92 142 182 224 255    Pix  1 21
<   38  54  70  87 102  88 138 180 221 255    Pix  1 22
<   39  54  70  85 100  86 136 177 219 255    Pix  1 23
<   33  47  64  80  96  80 131 171 213 255    Pix  1 24
<   34  49  66  81  99  83 134 176 218 255    Pix  1 25
<   34  50  67  83 100  84 135 176 220 255    Pix  1 26
<   47  65  82  99 117 100 153 196 240 255    Pix  1 27
<   39  53  71  88 105  88 140 183 225 255    Pix  1 28
<   38  55  71  86 103  87 138 179 221 255    Pix  1 29
<   36  51  68  85 101  86 138 179 221 255    Pix  1 30
<   36  51  68  83 101  84 135 176 220 255    Pix  1 31
<   37  54  72  90 107  91 143 186 229 255    Pix  1 32
<   46  62  79  96 114  96 150 191 234 255    Pix  1 33
<   40  55  72  88 104  88 139 180 222 255    Pix  1 34
<   40  55  72  90 106  90 142 185 226 255    Pix  1 35
<   40  55  74  90 107  91 143 186 229 255    Pix  1 36
<   37  53  70  86 103  87 139 180 223 255    Pix  1 37
<   37  53  70  87 103  88 138 181 224 255    Pix  1 38
<   41  56  72  88 104  89 139 181 222 255    Pix  1 39
<   40  56  74  89 106  90 141 183 225 255    Pix  1 40
<   38  53  69  85 103  86 138 179 220 255    Pix  1 41
<   34  49  65  81  98  82 133 173 215 255    Pix  1 42
<   33  47  65  81  98  81 133 173 216 255    Pix  1 43
<   32  47  65  80  98  81 132 174 215 255    Pix  1 44
<   42  58  76  92 109  93 145 187 229 255    Pix  1 45
<   33  48  65  79  96  80 130 171 213 255    Pix  1 46
<   43  60  77  94 112  95 149 193 234 255    Pix  1 47
<   32  48  65  81  98  82 134 175 219 255    Pix  1 48
<   32  47  65  81  97  82 132 175 217 255    Pix  1 49
<   32  47  64  80  96  82 132 173 216 255    Pix  1 50
<   40  55  73  90 107  91 142 183 225 255    Pix  1 51
<   41  56  73  90 106  91 143 183 226 255    Pix  1 52
<   42  59  75  93 109  92 144 185 228 255    Pix  1 53
<   33  47  65  81  99  83 134 176 218 255    Pix  1 54
<   33  49  66  81  98  84 133 175 217 255    Pix  1 55
<   37  53  70  86 103  86 140 182 223 255    Pix  1 56
<   39  54  72  89 105  89 142 186 227 255    Pix  1 57
<   35  50  66  83  98  83 133 174 215 255    Pix  1 58
<   39  55  71  87 105  89 139 182 222 255    Pix  1 59
<   31  46  64  80  96  82 132 173 217 255    Pix  1 60
<   30  45  62  77  94  78 129 170 212 255    Pix  1 61
<   31  46  64  81  99  82 134 177 221 255    Pix  1 62
<   40  56  73  90 106  91 142 183 226 255    Pix  1 63
<   37  53  70  86 103  88 140 181 224 255    Pix  1 64
<   37  53  70  86 103  87 140 182 224 255    Pix  1 65
<   36  50  67  83  99  83 135 177 220 255    Pix  1 66
<   28  44  62  77  95  79 132 174 216 255    Pix  1 67
<   32  48  66  82  99  83 135 178 221 255    Pix  1 68
<   44  58  76  92 109  93 143 186 228 255    Pix  1 69
<   45  60  78  94 110  95 146 187 229 255    Pix  1 70
<   38  55  73  89 107  90 142 184 225 255    Pix  1 71
<   37  51  68  85 101  85 139 179 221 255    Pix  1 72
<   30  46  64  80  96  81 133 176 219 255    Pix  1 73
<   32  47  65  81  97  82 135 177 221 255    Pix  1 74
<   37  52  71  88 106  88 141 184 228 255    Pix  1 75
<   37  53  70  86 104  87 140 182 224 255    Pix  1 76
<   36  52  70  86 103  87 142 184 227 255    Pix  1 77
<   26  41  59  74  92  76 128 170 213 255    Pix  1 78
<   28  42  57  72  88  73 122 160 200 255    Pix  1 79
<   42  58  74  89 105  90 139 180 222 255    Pix  2  0
<   43  59  75  91 107  91 142 183 224 255    Pix  2  1
<   40  57  73  89 105  91 141 182 223 255    Pix  2  2
<   42  58  73  89 105  91 140 180 221 255    Pix  2  3
<   44  61  78  94 110  95 146 187 229 255    Pix  2  4
<   39  55  71  87 103  88 139 179 221 255    Pix  2  5
<   39  55  72  88 104  88 140 179 222 255    Pix  2  6
<   41  55  73  89 105  89 139 180 222 255    Pix  2  7
<   37  53  69  86 102  87 139 181 223 255    Pix  2  8
<   40  56  73  90 107  90 143 184 227 255    Pix  2  9
<   39  55  72  88 106  90 140 183 225 255    Pix  2 10
<   35  51  68  83 100  85 135 177 220 255    Pix  2 11
<   30  44  61  77  94  77 129 168 210 255    Pix  2 12
<   35  51  68  85 102  86 139 181 224 255    Pix  2 13
<   32  48  65  81  97  81 132 172 215 255    Pix  2 14
<   40  56  74  90 106  91 142 182 225 255    Pix  2 15
<   43  59  77  93 110  93 146 189 230 255    Pix  2 16
<   39  54  71  87 104  89 140 181 222 255    Pix  2 17
<   38  54  70  87 103  87 137 179 221 255    Pix  2 18
<   34  49  66  82  99  82 134 174 216 255    Pix  2 19
<   34  49  66  83 100  83 133 174 217 255    Pix  2 20
<   33  47  65  80  98  81 134 175 218 255    Pix  2 21
<   38  53  70  86 102  88 136 179 220 255    Pix  2 22
<   36  50  68  85 101  84 135 176 219 255    Pix  2 23
<   28  43  59  75  93  76 127 169 210 255    Pix  2 24
<   34  49  67  83 100  84 134 176 218 255    Pix  2 25
<   34  50  67  84 101  84 137 178 220 255    Pix  2 26
<   35  51  66  82  99  83 133 174 216 255    Pix  2 27
<   38  54  71  86 102  87 138 180 221 255    Pix  2 28
<   38  55  72  88 105  90 141 183 225 255    Pix  2 29
<   33  47  65  80  97  81 132 173 215 255    Pix  2 30
<   30  46  63  79  94  80 130 172 214 255    Pix  2 31
<   32  46  63  80  96  80 132 171 214 255    Pix  2 32
<   39  56  72  89 106  90 142 184 227 255    Pix  2 33
<   42  58  76  92 109  93 146 188 229 255    Pix  2 34
<   36  52  69  85 102  86 137 178 221 255    Pix  2 35
<   31  47  65  82  98  82 134 176 219 255    Pix  2 36
<   31  46  64  78  96  80 131 172 215 255    Pix  2 37
<   31  47  63  78  95  79 129 169 211 255    Pix  2 38
<   37  52  68  84 102  87 138 178 221 255    Pix  2 39
<   32  49  66  81  99  83 134 175 217 255    Pix  2 40
<   36  53  68  86 102  86 138 179 221 255    Pix  2 41
<   31  47  64  79  96  79 131 173 215 255    Pix  2 42
<   31  47  66  82  99  83 135 177 220 255    Pix  2 43
<   29  44  61  78  94  78 129 171 212 255    Pix  2 44
<   34  49  65  81  99  84 135 177 220 255    Pix  2 45
<   37  52  70  87 103  87 139 180 223 255    Pix  2 46
<   31  46  64  79  95  80 130 172 213 255    Pix  2 47
<   27  42  59  74  90  75 124 165 206 255    Pix  2 48
<   23  38  54  70  86  70 120 161 202 255    Pix  2 49
<   24  40  57  73  88  74 124 164 207 255    Pix  2 50
<   35  50  68  84 100  84 137 178 221 255    Pix  2 51
<   39  54  72  89 107  90 142 184 228 255    Pix  2 52
<   39  54  71  88 106  90 142 184 226 255    Pix  2 53
<   29  44  61  76  93  78 129 170 213 255    Pix  2 54
<   29  44  61  77  94  78 130 170 214 255    Pix  2 55
<   31  45  63  80  96  82 133 176 220 255    Pix  2 56
<   33  50  66  83 100  84 134 176 218 255    Pix  2 57
<   31  46  63  79  96  80 132 173 216 255    Pix  2 58
<   35  50  68  84 101  85 137 179 222 255    Pix  2 59
<   29  45  63  79  96  79 131 175 218 255    Pix  2 60
<   24  41  57  74  91  74 126 168 210 255    Pix  2 61
<   22  37  53  68  84  69 119 161 201 255    Pix  2 62
<   31  48  65  81  98  82 133 175 218 255    Pix  2 63
<   31  47  65  79  97  81 131 174 215 255    Pix  2 64
<   29  45  62  77  94  79 130 172 215 255    Pix  2 65
<   26  41  59  75  93  76 128 171 213 255    Pix  2 66
<   29  45  62  77  94  79 129 172 213 255    Pix  2 67
<   28  42  60  77  93  77 128 171 214 255    Pix  2 68
<   36  52  70  85 103  87 139 181 223 255    Pix  2 69
<   37  52  70  87 103  87 138 180 222 255    Pix  2 70
<   33  47  65  80  97  82 131 172 214 255    Pix  2 71
<   29  46  63  79  98  81 132 175 219 255    Pix  2 72
<   29  44  62  78  95  79 132 173 215 255    Pix  2 73
<   28  44  60  77  94  78 130 172 214 255    Pix  2 74
