# IV test from Wed, 08 Jul 2015 14:04:23 -0500 (CDT) + 48510000 nsec
#Test Parameters:
#   HV Supply:      Keithley2410
#   Voltage Start:  0
#   Voltage Stop:   600
#   Voltage Step:   5
#   Delay(s):       1
#   Compliance(uA): 100
#voltage(V)	current(A)	timestamp
  +0.000	+1.277122e-08	2015-07-08 19:04:23.048510000Z
  -5.000	-1.088799e-08	2015-07-08 19:04:24.639028000Z
 -10.000	-7.654250e-08	2015-07-08 19:04:26.213891000Z
 -15.000	-2.032029e-07	2015-07-08 19:04:27.794970001Z
 -20.000	-3.608534e-07	2015-07-08 19:04:29.372190000Z
 -25.000	-4.981388e-07	2015-07-08 19:04:30.955076000Z
 -30.000	-5.598597e-07	2015-07-08 19:04:32.531230001Z
 -35.000	-6.277311e-07	2015-07-08 19:04:34.122387001Z
 -40.000	-7.008531e-07	2015-07-08 19:04:35.712919000Z
 -45.000	-8.297134e-07	2015-07-08 19:04:37.295236000Z
 -50.000	-1.055736e-06	2015-07-08 19:04:41.901319001Z
 -55.000	-1.327841e-06	2015-07-08 19:04:43.486984001Z
 -60.000	-1.643929e-06	2015-07-08 19:04:45.062762001Z
 -65.000	-2.002112e-06	2015-07-08 19:04:46.650802001Z
 -70.000	-2.376437e-06	2015-07-08 19:04:48.241349000Z
 -75.000	-2.781370e-06	2015-07-08 19:04:49.824665000Z
 -80.000	-3.301170e-06	2015-07-08 19:04:51.412479001Z
 -85.000	-3.805339e-06	2015-07-08 19:04:52.995797000Z
 -90.000	-4.442530e-06	2015-07-08 19:04:54.587889000Z
 -95.000	-5.534090e-06	2015-07-08 19:04:56.179650000Z
-100.000	-7.154644e-06	2015-07-08 19:04:57.762302000Z
-105.000	-9.045929e-06	2015-07-08 19:04:59.353153000Z
-110.000	-1.069990e-05	2015-07-08 19:05:02.449638001Z
-115.000	-1.244102e-05	2015-07-08 19:05:04.041122000Z
-120.000	-1.364699e-05	2015-07-08 19:05:05.632152000Z
-125.000	-1.491123e-05	2015-07-08 19:05:07.223963001Z
-130.000	-1.625721e-05	2015-07-08 19:05:08.807374000Z
-135.000	-1.735460e-05	2015-07-08 19:05:10.395872000Z
-140.000	-1.877497e-05	2015-07-08 19:05:11.983611001Z
-145.000	-1.999846e-05	2015-07-08 19:05:13.575263001Z
-150.000	-2.138127e-05	2015-07-08 19:05:15.158401000Z
-155.000	-2.278822e-05	2015-07-08 19:05:16.741669001Z
-160.000	-2.399990e-05	2015-07-08 19:05:18.330523000Z
-165.000	-2.535425e-05	2015-07-08 19:05:19.918418000Z
-170.000	-2.676287e-05	2015-07-08 19:05:21.506839001Z
-175.000	-2.796971e-05	2015-07-08 19:05:23.098433001Z
-180.000	-2.934741e-05	2015-07-08 19:05:24.690690000Z
-185.000	-3.098101e-05	2015-07-08 19:05:26.282912000Z
-190.000	-3.209449e-05	2015-07-08 19:05:27.871402001Z
-195.000	-3.334446e-05	2015-07-08 19:05:29.463502000Z
-200.000	-3.497038e-05	2015-07-08 19:05:31.054738000Z
-205.000	-3.658440e-05	2015-07-08 19:05:32.646177001Z
-210.000	-3.834248e-05	2015-07-08 19:05:34.237634000Z
-215.000	-4.012355e-05	2015-07-08 19:05:35.820123001Z
-220.000	-4.196932e-05	2015-07-08 19:05:37.408536001Z
-225.000	-4.375598e-05	2015-07-08 19:05:38.999619001Z
-230.000	-4.726114e-05	2015-07-08 19:05:40.582624001Z
-235.000	-5.301594e-05	2015-07-08 19:05:42.165087000Z
-240.000	-6.095163e-05	2015-07-08 19:05:43.753888001Z
-245.000	-6.868840e-05	2015-07-08 19:05:45.342693000Z
-250.000	-7.699218e-05	2015-07-08 19:05:46.931327001Z
-255.000	-8.622057e-05	2015-07-08 19:05:48.523775000Z
-260.000	-9.673435e-05	2015-07-08 19:05:50.112304001Z
-265.000	-9.999808e-05	2015-07-08 19:05:51.736555000Z
#Sweep was aborted on compliance
