Parameters of the vcal vs. pulse height fits
par[3] + par[2] * TMath::TanH(par[0]*x[0] - par[1])

2.000000e-03 4.896572e-01 1.636851e+02 1.013618e+02     Pix  0  0
2.000000e-03 5.917791e-01 1.561310e+02 1.070080e+02     Pix  0  1
2.000000e-03 5.405271e-01 1.631180e+02 1.005937e+02     Pix  0  2
1.999665e-03 5.409939e-01 1.602294e+02 1.032401e+02     Pix  0  3
2.000000e-03 5.318463e-01 1.616314e+02 1.034716e+02     Pix  0  4
2.000000e-03 5.856745e-01 1.586556e+02 1.043067e+02     Pix  0  5
1.999961e-03 5.513696e-01 1.628251e+02 9.897249e+01     Pix  0  6
2.000000e-03 5.483656e-01 1.633596e+02 1.003151e+02     Pix  0  7
2.000000e-03 5.335539e-01 1.643517e+02 9.985883e+01     Pix  0  8
2.000000e-03 5.097234e-01 1.625349e+02 1.027528e+02     Pix  0  9
1.998019e-03 5.546422e-01 1.583454e+02 1.034348e+02     Pix  0 10
2.000000e-03 5.337619e-01 1.634681e+02 9.860056e+01     Pix  0 11
1.988160e-03 5.656065e-01 1.644438e+02 9.549502e+01     Pix  0 12
2.000000e-03 5.311617e-01 1.662770e+02 9.635181e+01     Pix  0 13
2.000000e-03 5.740557e-01 1.624926e+02 9.969431e+01     Pix  0 14
2.000000e-03 5.384121e-01 1.623708e+02 1.017689e+02     Pix  0 15
2.000000e-03 5.433671e-01 1.618318e+02 1.021852e+02     Pix  0 16
2.000000e-03 5.303934e-01 1.604185e+02 1.022281e+02     Pix  0 17
2.000000e-03 5.171236e-01 1.654561e+02 9.991605e+01     Pix  0 18
2.000000e-03 5.393670e-01 1.627761e+02 1.000935e+02     Pix  0 19
2.000000e-03 5.533707e-01 1.619746e+02 1.014858e+02     Pix  0 20
2.000000e-03 5.682501e-01 1.602106e+02 1.038545e+02     Pix  0 21
2.000000e-03 5.598502e-01 1.622129e+02 1.006394e+02     Pix  0 22
2.000000e-03 5.669949e-01 1.621434e+02 1.022559e+02     Pix  0 23
2.000000e-03 5.981565e-01 1.609976e+02 1.009314e+02     Pix  0 24
2.000000e-03 5.843220e-01 1.633171e+02 9.859315e+01     Pix  0 25
2.000000e-03 5.914750e-01 1.624307e+02 1.006742e+02     Pix  0 26
2.000000e-03 5.714839e-01 1.599786e+02 1.013230e+02     Pix  0 27
2.000000e-03 5.207280e-01 1.652113e+02 9.747413e+01     Pix  0 28
2.000000e-03 5.433303e-01 1.628011e+02 9.970491e+01     Pix  0 29
2.000000e-03 5.025661e-01 1.672818e+02 9.968107e+01     Pix  0 30
2.000000e-03 5.272280e-01 1.675078e+02 9.451513e+01     Pix  0 31
1.999958e-03 5.879978e-01 1.634755e+02 1.004460e+02     Pix  0 32
2.000000e-03 4.670698e-01 1.683893e+02 9.801491e+01     Pix  0 33
2.000000e-03 5.024274e-01 1.653136e+02 9.995421e+01     Pix  0 34
2.000000e-03 5.555472e-01 1.611784e+02 1.006694e+02     Pix  0 35
2.000000e-03 5.384790e-01 1.638419e+02 1.003508e+02     Pix  0 36
2.000000e-03 5.326073e-01 1.646520e+02 9.979955e+01     Pix  0 37
2.000000e-03 5.362969e-01 1.644684e+02 9.860695e+01     Pix  0 38
2.000000e-03 5.629854e-01 1.629782e+02 9.840585e+01     Pix  0 39
2.000000e-03 4.885930e-01 1.686889e+02 9.714236e+01     Pix  0 40
1.997749e-03 5.732066e-01 1.633999e+02 9.818718e+01     Pix  0 41
2.000000e-03 5.878503e-01 1.647014e+02 9.818906e+01     Pix  0 42
2.000000e-03 5.674210e-01 1.640280e+02 9.841018e+01     Pix  0 43
2.000000e-03 5.739983e-01 1.641594e+02 9.757540e+01     Pix  0 44
2.000000e-03 5.238310e-01 1.651378e+02 1.007244e+02     Pix  0 45
2.000000e-03 5.536605e-01 1.613937e+02 1.031681e+02     Pix  0 46
2.000000e-03 4.975008e-01 1.675295e+02 9.801650e+01     Pix  0 47
1.929206e-03 5.690408e-01 1.670812e+02 9.352233e+01     Pix  0 48
2.000000e-03 6.347794e-01 1.612084e+02 9.955828e+01     Pix  0 49
2.000000e-03 5.523583e-01 1.669392e+02 9.477765e+01     Pix  0 50
2.000000e-03 5.358413e-01 1.632955e+02 1.017318e+02     Pix  0 51
2.000000e-03 5.259069e-01 1.659013e+02 1.009972e+02     Pix  0 52
2.000000e-03 5.441656e-01 1.604346e+02 1.044804e+02     Pix  0 53
2.000000e-03 5.382854e-01 1.636113e+02 1.002459e+02     Pix  0 54
2.000000e-03 5.939609e-01 1.620014e+02 9.984559e+01     Pix  0 55
2.000000e-03 5.337476e-01 1.649684e+02 9.814720e+01     Pix  0 56
2.000000e-03 5.272884e-01 1.656041e+02 9.591377e+01     Pix  0 57
2.000000e-03 5.518465e-01 1.654883e+02 9.613345e+01     Pix  0 58
2.000000e-03 5.907097e-01 1.610923e+02 1.002592e+02     Pix  0 59
1.999336e-03 5.948877e-01 1.625448e+02 9.727222e+01     Pix  0 60
1.999999e-03 6.008625e-01 1.625869e+02 9.811404e+01     Pix  0 61
1.999655e-03 5.779843e-01 1.676150e+02 9.619290e+01     Pix  0 62
1.999995e-03 5.686484e-01 1.606129e+02 9.942336e+01     Pix  0 63
2.000000e-03 6.035802e-01 1.593102e+02 1.028857e+02     Pix  0 64
1.999956e-03 5.854761e-01 1.623290e+02 1.008924e+02     Pix  0 65
1.999989e-03 6.208762e-01 1.610823e+02 9.898226e+01     Pix  0 66
1.998310e-03 6.020443e-01 1.613028e+02 9.689283e+01     Pix  0 67
1.987620e-03 6.095146e-01 1.610066e+02 9.855451e+01     Pix  0 68
2.000000e-03 5.479889e-01 1.621038e+02 1.009806e+02     Pix  0 69
2.000000e-03 5.442573e-01 1.610619e+02 1.003919e+02     Pix  0 70
2.000000e-03 5.734505e-01 1.596414e+02 1.030940e+02     Pix  0 71
1.999954e-03 5.919149e-01 1.599901e+02 1.009721e+02     Pix  0 72
2.000000e-03 6.780720e-01 1.598965e+02 1.021098e+02     Pix  0 73
1.931903e-03 6.035601e-01 1.619451e+02 9.871825e+01     Pix  0 74
2.000000e-03 5.916114e-01 1.608532e+02 1.019718e+02     Pix  0 75
0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00     Pix  0 76
2.000000e-03 6.058927e-01 1.597543e+02 1.015843e+02     Pix  0 77
2.000000e-03 6.147173e-01 1.593866e+02 1.031127e+02     Pix  0 78
2.000000e-03 7.148802e-01 1.508471e+02 1.026440e+02     Pix  0 79
2.000000e-03 4.778529e-01 1.702697e+02 9.709141e+01     Pix  1  0
2.000000e-03 5.279115e-01 1.661273e+02 1.005726e+02     Pix  1  1
2.000000e-03 5.410074e-01 1.648390e+02 1.019414e+02     Pix  1  2
2.000000e-03 4.452263e-01 1.733698e+02 9.425751e+01     Pix  1  3
2.000000e-03 4.666418e-01 1.720668e+02 9.662606e+01     Pix  1  4
2.000000e-03 5.019649e-01 1.687453e+02 9.968912e+01     Pix  1  5
2.000000e-03 4.650070e-01 1.726988e+02 9.513264e+01     Pix  1  6
2.000000e-03 5.237574e-01 1.687030e+02 9.629172e+01     Pix  1  7
2.000000e-03 5.397915e-01 1.670815e+02 1.006394e+02     Pix  1  8
2.000000e-03 5.036005e-01 1.714112e+02 9.534403e+01     Pix  1  9
2.000000e-03 5.187073e-01 1.690434e+02 9.769452e+01     Pix  1 10
2.000000e-03 4.798637e-01 1.713055e+02 9.478306e+01     Pix  1 11
2.000000e-03 5.212241e-01 1.706985e+02 9.646711e+01     Pix  1 12
2.000000e-03 5.284264e-01 1.723977e+02 9.343542e+01     Pix  1 13
2.000000e-03 5.251002e-01 1.718355e+02 9.373712e+01     Pix  1 14
2.000000e-03 4.725286e-01 1.714080e+02 9.753319e+01     Pix  1 15
2.000000e-03 4.863789e-01 1.706295e+02 9.644415e+01     Pix  1 16
2.000000e-03 5.062966e-01 1.694553e+02 9.870744e+01     Pix  1 17
2.000000e-03 4.717275e-01 1.746148e+02 9.379165e+01     Pix  1 18
2.000000e-03 5.467563e-01 1.694485e+02 9.761525e+01     Pix  1 19
2.000000e-03 4.715646e-01 1.747614e+02 9.432748e+01     Pix  1 20
2.000000e-03 5.219069e-01 1.693545e+02 9.799990e+01     Pix  1 21
2.000000e-03 5.218455e-01 1.697601e+02 9.568392e+01     Pix  1 22
2.000000e-03 4.731227e-01 1.751056e+02 9.467112e+01     Pix  1 23
2.000000e-03 4.737982e-01 1.783379e+02 9.024293e+01     Pix  1 24
2.000000e-03 5.777664e-01 1.693826e+02 9.406914e+01     Pix  1 25
2.000000e-03 5.393347e-01 1.723327e+02 9.571354e+01     Pix  1 26
2.000000e-03 4.948288e-01 1.716899e+02 9.778805e+01     Pix  1 27
2.000000e-03 5.503519e-01 1.680159e+02 9.854830e+01     Pix  1 28
2.000000e-03 5.023870e-01 1.707041e+02 9.595984e+01     Pix  1 29
2.000000e-03 5.320464e-01 1.704038e+02 9.495265e+01     Pix  1 30
2.000000e-03 5.030258e-01 1.731647e+02 9.394565e+01     Pix  1 31
2.000000e-03 4.991601e-01 1.757568e+02 9.323293e+01     Pix  1 32
2.000000e-03 5.183395e-01 1.684587e+02 9.821717e+01     Pix  1 33
2.000000e-03 4.670373e-01 1.739844e+02 9.529789e+01     Pix  1 34
2.000000e-03 4.981171e-01 1.700735e+02 9.703502e+01     Pix  1 35
2.000000e-03 4.930333e-01 1.739237e+02 9.537241e+01     Pix  1 36
2.000000e-03 5.713921e-01 1.694094e+02 9.712317e+01     Pix  1 37
2.000000e-03 5.197213e-01 1.713034e+02 9.570165e+01     Pix  1 38
2.000000e-03 5.328283e-01 1.705345e+02 9.610230e+01     Pix  1 39
2.000000e-03 4.975797e-01 1.738237e+02 9.434493e+01     Pix  1 40
2.000000e-03 5.064710e-01 1.707963e+02 9.631311e+01     Pix  1 41
2.000000e-03 5.235668e-01 1.724992e+02 9.471148e+01     Pix  1 42
2.000000e-03 5.285368e-01 1.734680e+02 9.290513e+01     Pix  1 43
2.000000e-03 4.407954e-01 1.803849e+02 8.800949e+01     Pix  1 44
2.000000e-03 5.320174e-01 1.699791e+02 9.577856e+01     Pix  1 45
2.000000e-03 4.956312e-01 1.707112e+02 9.573908e+01     Pix  1 46
2.000000e-03 4.767164e-01 1.749030e+02 9.172010e+01     Pix  1 47
2.000000e-03 5.433615e-01 1.713331e+02 9.420649e+01     Pix  1 48
2.000000e-03 5.567017e-01 1.700000e+02 9.242819e+01     Pix  1 49
2.000000e-03 5.489207e-01 1.703559e+02 9.556804e+01     Pix  1 50
2.000000e-03 5.084977e-01 1.715230e+02 9.705813e+01     Pix  1 51
2.000000e-03 4.492353e-01 1.749037e+02 9.247764e+01     Pix  1 52
2.000000e-03 4.696577e-01 1.734787e+02 9.486716e+01     Pix  1 53
