Parameters of the vcal vs. pulse height fits
par[3] + par[2] * TMath::TanH(par[0]*x[0] - par[1])

2.000000e-03 4.892643e-01 1.639075e+02 9.968953e+01     Pix  0  0
2.000000e-03 5.180672e-01 1.647482e+02 9.912568e+01     Pix  0  1
2.000000e-03 4.669819e-01 1.683148e+02 9.613852e+01     Pix  0  2
2.000000e-03 4.457072e-01 1.671264e+02 9.683700e+01     Pix  0  3
2.000000e-03 4.825495e-01 1.644996e+02 9.794165e+01     Pix  0  4
2.000000e-03 4.089559e-01 1.718347e+02 9.535841e+01     Pix  0  5
2.000000e-03 4.681187e-01 1.688002e+02 9.622326e+01     Pix  0  6
2.000000e-03 4.886010e-01 1.663418e+02 9.747782e+01     Pix  0  7
2.000000e-03 4.604285e-01 1.715821e+02 9.517790e+01     Pix  0  8
2.000000e-03 4.636807e-01 1.679895e+02 9.458876e+01     Pix  0  9
2.000000e-03 4.638010e-01 1.697590e+02 9.684167e+01     Pix  0 10
1.998513e-03 5.011219e-01 1.665812e+02 9.452119e+01     Pix  0 11
1.999933e-03 4.915909e-01 1.684588e+02 9.373882e+01     Pix  0 12
2.000000e-03 5.177591e-01 1.675871e+02 9.420687e+01     Pix  0 13
2.000000e-03 4.868696e-01 1.699869e+02 9.445666e+01     Pix  0 14
2.000000e-03 4.650707e-01 1.645373e+02 9.847320e+01     Pix  0 15
2.000000e-03 4.486423e-01 1.681947e+02 9.563723e+01     Pix  0 16
2.000000e-03 4.380951e-01 1.690781e+02 9.796094e+01     Pix  0 17
2.000000e-03 4.625832e-01 1.713249e+02 9.444900e+01     Pix  0 18
2.000000e-03 4.832430e-01 1.699310e+02 9.407874e+01     Pix  0 19
2.000000e-03 4.921822e-01 1.676508e+02 9.666684e+01     Pix  0 20
2.000000e-03 4.521781e-01 1.706474e+02 9.540427e+01     Pix  0 21
1.998336e-03 5.183270e-01 1.649170e+02 9.621216e+01     Pix  0 22
2.000000e-03 4.960745e-01 1.668397e+02 9.674333e+01     Pix  0 23
2.000000e-03 4.917883e-01 1.684247e+02 9.376079e+01     Pix  0 24
2.000000e-03 4.659073e-01 1.732256e+02 8.888604e+01     Pix  0 25
2.000000e-03 4.950385e-01 1.691295e+02 9.164645e+01     Pix  0 26
2.000000e-03 4.629682e-01 1.724140e+02 9.265876e+01     Pix  0 27
2.000000e-03 4.601471e-01 1.705191e+02 9.385435e+01     Pix  0 28
2.000000e-03 4.733833e-01 1.679486e+02 9.764680e+01     Pix  0 29
2.000000e-03 5.064663e-01 1.680138e+02 9.292940e+01     Pix  0 30
1.999999e-03 5.044361e-01 1.668113e+02 9.407016e+01     Pix  0 31
2.000000e-03 5.129993e-01 1.681654e+02 9.547117e+01     Pix  0 32
2.000000e-03 4.398236e-01 1.694425e+02 9.612926e+01     Pix  0 33
2.000000e-03 4.673447e-01 1.694145e+02 9.559453e+01     Pix  0 34
