Pulse heights for the following Vcal values:
Low range:  50 100 150 200 250 
High range:  30 50 70 90 200 

  30  42  55  68  83  70 112 155 199 255    Pix  0  0
  31  41  56  69  85  71 116 160 205 255    Pix  0  1
  27  39  54  67  80  68 112 156 202 255    Pix  0  2
  33  45  59  73  87  75 118 163 207 255    Pix  0  3
  34  45  61  72  87  75 119 163 209 255    Pix  0  4
  32  43  59  71  85  73 115 158 204 255    Pix  0  5
  23  36  50  62  77  64 107 149 193 255    Pix  0  6
  25  37  51  64  77  66 106 149 193 255    Pix  0  7
  28  41  56  70  85  71 117 164 210 255    Pix  0  8
  29  41  57  70  85  72 118 164 208 255    Pix  0  9
  25  37  52  66  80  68 112 157 202 255    Pix  0 10
  28  40  55  69  83  69 115 160 205 255    Pix  0 11
  19  30  44  58  71  60 103 148 193 255    Pix  0 12
  20  30  46  60  75  61 106 150 196 255    Pix  0 13
  18  29  43  56  71  59 101 143 190 255    Pix  0 14
  31  43  59  71  86  73 117 161 206 255    Pix  0 15
  35  47  63  76  92  77 124 172 217 255    Pix  0 16
  29  41  53  67  81  69 110 154 197 255    Pix  0 17
  20  33  47  61  76  62 106 151 195 255    Pix  0 18
  23  35  49  61  77  64 107 150 196 255    Pix  0 19
  20  34  48  61  76  63 107 152 197 255    Pix  0 20
  24  37  50  64  78  65 110 154 200 255    Pix  0 21
  25  37  51  64  78  66 110 154 199 255    Pix  0 22
  22  36  48  63  76  63 108 151 197 255    Pix  0 23
  18  30  43  57  71  58 101 145 190 255    Pix  0 24
  16  28  41  55  68  55  98 141 187 255    Pix  0 25
  17  28  43  56  70  58 101 146 191 255    Pix  0 26
  24  36  50  64  77  65 109 152 197 255    Pix  0 27
  21  34  49  61  77  63 107 150 197 255    Pix  0 28
  25  37  50  65  78  66 110 154 198 255    Pix  0 29
  15  26  41  53  68  55  98 142 189 255    Pix  0 30
  18  30  45  59  74  61 104 148 194 255    Pix  0 31
  16  28  41  54  68  56  98 140 185 255    Pix  0 32
  27  39  53  68  82  68 113 157 203 255    Pix  0 33
  29  41  55  69  83  70 114 158 204 255    Pix  0 34
  28  40  53  68  82  68 112 156 202 255    Pix  0 35
  23  36  51  65  79  66 110 156 204 255    Pix  0 36
  20  32  46  60  74  62 104 148 195 255    Pix  0 37
  23  35  50  64  78  65 110 156 203 255    Pix  0 38
  22  34  49  63  76  64 107 152 197 255    Pix  0 39
  20  30  45  59  71  59 102 147 192 255    Pix  0 40
  22  35  49  63  77  64 107 151 197 255    Pix  0 41
  17  29  43  57  71  58 102 147 193 255    Pix  0 42
  12  24  38  51  66  52  97 140 186 255    Pix  0 43
  17  29  44  57  70  59 103 147 192 255    Pix  0 44
  20  31  45  58  72  60 103 147 191 255    Pix  0 45
  18  29  42  54  69  56  97 139 183 255    Pix  0 46
  20  33  48  60  74  62 106 149 194 255    Pix  0 47
  17  28  43  56  71  57 100 144 189 255    Pix  0 48
  17  29  42  57  71  59 100 144 189 255    Pix  0 49
  15  26  39  53  68  55  99 142 188 255    Pix  0 50
  26  37  52  64  77  66 108 151 195 255    Pix  0 51
  24  36  50  64  77  65 108 152 197 255    Pix  0 52
  25  37  50  63  78  67 108 150 196 255    Pix  0 53
  21  33  47  61  75  62 106 149 194 255    Pix  0 54
  21  33  46  60  75  62 106 150 195 255    Pix  0 55
  21  33  48  61  76  61 106 149 193 255    Pix  0 56
  24  36  51  64  78  65 110 154 198 255    Pix  0 57
  21  34  48  61  76  63 106 149 196 255    Pix  0 58
  20  31  45  58  71  59 100 142 185 255    Pix  0 59
  14  27  41  53  68  54  97 140 185 255    Pix  0 60
  14  28  41  53  68  56  98 141 186 255    Pix  0 61
  19  30  44  57  72  60 103 148 192 255    Pix  0 62
  22  33  47  60  74  61 103 146 192 255    Pix  0 63
  19  30  43  54  68  59  97 139 181 255    Pix  0 64
  23  34  49  62  76  63 105 149 193 255    Pix  0 65
  13  25  40  53  67  53  95 138 183 255    Pix  0 66
  19  29  44  57  71  59 101 147 190 255    Pix  0 67
  16  28  42  56  69  57 100 143 188 255    Pix  0 68
  23  36  49  62  76  64 105 148 191 255    Pix  0 69
  27  38  52  65  80  67 109 152 196 255    Pix  0 70
  23  35  48  61  74  63 102 145 189 255    Pix  0 71
  17  28  44  55  68  57  98 140 184 255    Pix  0 72
  19  29  44  56  69  59  98 141 185 255    Pix  0 73
  16  28  41  53  67  54  95 137 181 255    Pix  0 74
  19  29  43  55  69  57  96 136 181 255    Pix  0 75
  20  30  44  57  71  59 100 142 186 255    Pix  0 76
  18  29  43  55  67  57  97 139 183 255    Pix  0 77
  12  22  36  47  61  50  91 132 175 255    Pix  0 78
  15  25  38  49  61  51  88 127 167 255    Pix  0 79
  27  40  55  70  86  71 120 166 215 255    Pix  1  0
  28  41  57  71  87  74 121 170 215 255    Pix  1  1
  27  39  55  68  83  70 117 164 210 255    Pix  1  2
  29  43  60  73  88  75 121 169 216 255    Pix  1  3
  28  43  57  71  87  73 119 167 214 255    Pix  1  4
  29  42  58  71  88  76 121 168 217 255    Pix  1  5
  23  37  53  67  84  69 117 166 214 255    Pix  1  6
  24  37  52  67  83  68 116 163 212 255    Pix  1  7
  21  34  49  63  79  65 112 160 208 255    Pix  1  8
  24  36  52  66  81  68 115 162 210 255    Pix  1  9
  27  39  55  69  86  70 118 166 213 255    Pix  1 10
  24  37  53  67  82  69 116 164 213 255    Pix  1 11
  18  32  46  61  77  64 111 161 208 255    Pix  1 12
  18  31  47  62  77  63 112 162 210 255    Pix  1 13
