Parameters of the vcal vs. pulse height fits
par[3] + par[2] * TMath::TanH(par[0]*x[0] - par[1])

2.000000e-03 6.641546e-01 1.513039e+02 1.151238e+02     Pix  0  0
2.000000e-03 6.720414e-01 1.514693e+02 1.147953e+02     Pix  0  1
1.999953e-03 6.505675e-01 1.532317e+02 1.143617e+02     Pix  0  2
2.000000e-03 6.523645e-01 1.513751e+02 1.166373e+02     Pix  0  3
2.000000e-03 6.190697e-01 1.541355e+02 1.147041e+02     Pix  0  4
2.000000e-03 6.434033e-01 1.520368e+02 1.140317e+02     Pix  0  5
2.000000e-03 6.623410e-01 1.537405e+02 1.114554e+02     Pix  0  6
2.000000e-03 6.719915e-01 1.547753e+02 1.127037e+02     Pix  0  7
2.000000e-03 6.514702e-01 1.560568e+02 1.134947e+02     Pix  0  8
2.000000e-03 6.403693e-01 1.550682e+02 1.114140e+02     Pix  0  9
2.000000e-03 6.447466e-01 1.554638e+02 1.109552e+02     Pix  0 10
2.000000e-03 6.615023e-01 1.539641e+02 1.128333e+02     Pix  0 11
2.000000e-03 6.955641e-01 1.544777e+02 1.103627e+02     Pix  0 12
2.000000e-03 6.855894e-01 1.562243e+02 1.103328e+02     Pix  0 13
2.000000e-03 6.676415e-01 1.562414e+02 1.102108e+02     Pix  0 14
2.000000e-03 6.237361e-01 1.556590e+02 1.116881e+02     Pix  0 15
2.000000e-03 6.486134e-01 1.536691e+02 1.125408e+02     Pix  0 16
2.000000e-03 5.816388e-01 1.566878e+02 1.111073e+02     Pix  0 17
2.000000e-03 6.616789e-01 1.552620e+02 1.111418e+02     Pix  0 18
1.999954e-03 6.541709e-01 1.566670e+02 1.115721e+02     Pix  0 19
2.000000e-03 6.590880e-01 1.557948e+02 1.100574e+02     Pix  0 20
2.000000e-03 6.398818e-01 1.535381e+02 1.126558e+02     Pix  0 21
2.000000e-03 6.742210e-01 1.527825e+02 1.147293e+02     Pix  0 22
2.000000e-03 6.739833e-01 1.543975e+02 1.117906e+02     Pix  0 23
2.000000e-03 6.996308e-01 1.550700e+02 1.082841e+02     Pix  0 24
2.000000e-03 7.085072e-01 1.540681e+02 1.077567e+02     Pix  0 25
2.000000e-03 7.100689e-01 1.543834e+02 1.107970e+02     Pix  0 26
2.000000e-03 6.727907e-01 1.522995e+02 1.102546e+02     Pix  0 27
2.000000e-03 6.339270e-01 1.563615e+02 1.093996e+02     Pix  0 28
2.000000e-03 6.682862e-01 1.537856e+02 1.109839e+02     Pix  0 29
2.000000e-03 6.467377e-01 1.578363e+02 1.078010e+02     Pix  0 30
1.999944e-03 6.803259e-01 1.545294e+02 1.099829e+02     Pix  0 31
2.000000e-03 6.895168e-01 1.544442e+02 1.080435e+02     Pix  0 32
2.000000e-03 6.426292e-01 1.545668e+02 1.113084e+02     Pix  0 33
2.000000e-03 6.413004e-01 1.545660e+02 1.138699e+02     Pix  0 34
2.000000e-03 6.656041e-01 1.525265e+02 1.129505e+02     Pix  0 35
1.999955e-03 6.450905e-01 1.542010e+02 1.126628e+02     Pix  0 36
2.000000e-03 6.694634e-01 1.550681e+02 1.099471e+02     Pix  0 37
2.000000e-03 6.431893e-01 1.564549e+02 1.111255e+02     Pix  0 38
2.000000e-03 6.960618e-01 1.511762e+02 1.120255e+02     Pix  0 39
2.000000e-03 6.339552e-01 1.574209e+02 1.120793e+02     Pix  0 40
1.999945e-03 7.073388e-01 1.521762e+02 1.124986e+02     Pix  0 41
2.000000e-03 6.930641e-01 1.539356e+02 1.089687e+02     Pix  0 42
1.999945e-03 6.834994e-01 1.554151e+02 1.103861e+02     Pix  0 43
2.000000e-03 7.065919e-01 1.540896e+02 1.104796e+02     Pix  0 44
2.000000e-03 6.549439e-01 1.550223e+02 1.119115e+02     Pix  0 45
1.999954e-03 6.355342e-01 1.557868e+02 1.118630e+02     Pix  0 46
2.000000e-03 6.833781e-01 1.538091e+02 1.116437e+02     Pix  0 47
2.000000e-03 6.933237e-01 1.553640e+02 1.096154e+02     Pix  0 48
1.999749e-03 7.089873e-01 1.546895e+02 1.061523e+02     Pix  0 49
2.000000e-03 6.914786e-01 1.559497e+02 1.078065e+02     Pix  0 50
2.000000e-03 6.326824e-01 1.533847e+02 1.118043e+02     Pix  0 51
2.000000e-03 6.834546e-01 1.500778e+02 1.128915e+02     Pix  0 52
2.000000e-03 6.923748e-01 1.511964e+02 1.126652e+02     Pix  0 53
1.999940e-03 7.190027e-01 1.528000e+02 1.121269e+02     Pix  0 54
2.000000e-03 7.076537e-01 1.528158e+02 1.090011e+02     Pix  0 55
2.000000e-03 6.876956e-01 1.519794e+02 1.116220e+02     Pix  0 56
1.999948e-03 6.799820e-01 1.538293e+02 1.112488e+02     Pix  0 57
2.000000e-03 6.496653e-01 1.547127e+02 1.114605e+02     Pix  0 58
2.000000e-03 6.480808e-01 1.558924e+02 1.107604e+02     Pix  0 59
1.953320e-03 6.851001e-01 1.554663e+02 1.061664e+02     Pix  0 60
2.000000e-03 6.903723e-01 1.557484e+02 1.075804e+02     Pix  0 61
2.000000e-03 6.911774e-01 1.553473e+02 1.093548e+02     Pix  0 62
2.000000e-03 6.690327e-01 1.536561e+02 1.109911e+02     Pix  0 63
1.999943e-03 6.918794e-01 1.527914e+02 1.111748e+02     Pix  0 64
2.000000e-03 6.601107e-01 1.535149e+02 1.127627e+02     Pix  0 65
2.000000e-03 7.140530e-01 1.543977e+02 1.104052e+02     Pix  0 66
2.000000e-03 7.190633e-01 1.537253e+02 1.113828e+02     Pix  0 67
2.000000e-03 7.353912e-01 1.531859e+02 1.099497e+02     Pix  0 68
2.000000e-03 6.611943e-01 1.526013e+02 1.132035e+02     Pix  0 69
2.000000e-03 6.780807e-01 1.506754e+02 1.143163e+02     Pix  0 70
2.000000e-03 6.993864e-01 1.498266e+02 1.142570e+02     Pix  0 71
1.999943e-03 6.841257e-01 1.526176e+02 1.102469e+02     Pix  0 72
2.000000e-03 7.050554e-01 1.520164e+02 1.105280e+02     Pix  0 73
2.000000e-03 7.337166e-01 1.512081e+02 1.117133e+02     Pix  0 74
1.999942e-03 7.142033e-01 1.503377e+02 1.133455e+02     Pix  0 75
2.000000e-03 6.975288e-01 1.512826e+02 1.127992e+02     Pix  0 76
2.000000e-03 6.941354e-01 1.525944e+02 1.132822e+02     Pix  0 77
1.923352e-03 7.045132e-01 1.541524e+02 1.079336e+02     Pix  0 78
1.778834e-03 6.807438e-01 1.559233e+02 1.078949e+02     Pix  0 79
2.000000e-03 6.109379e-01 1.585732e+02 1.094534e+02     Pix  1  0
2.000000e-03 6.255174e-01 1.586221e+02 1.129660e+02     Pix  1  1
2.000000e-03 5.869399e-01 1.612736e+02 1.105527e+02     Pix  1  2
1.999962e-03 6.024006e-01 1.597537e+02 1.106378e+02     Pix  1  3
2.000000e-03 5.717792e-01 1.626749e+02 1.113734e+02     Pix  1  4
2.000000e-03 6.068261e-01 1.581087e+02 1.133802e+02     Pix  1  5
2.000000e-03 6.188164e-01 1.616677e+02 1.096463e+02     Pix  1  6
2.000000e-03 6.151006e-01 1.618238e+02 1.081311e+02     Pix  1  7
2.000000e-03 6.064330e-01 1.625372e+02 1.076329e+02     Pix  1  8
2.000000e-03 6.106338e-01 1.621935e+02 1.088843e+02     Pix  1  9
1.999961e-03 5.894610e-01 1.637681e+02 1.071108e+02     Pix  1 10
2.000000e-03 6.248064e-01 1.593446e+02 1.092142e+02     Pix  1 11
2.000000e-03 6.479152e-01 1.624981e+02 1.076067e+02     Pix  1 12
2.000000e-03 6.400080e-01 1.637521e+02 1.073979e+02     Pix  1 13
2.000000e-03 6.403777e-01 1.618625e+02 1.029727e+02     Pix  1 14
2.000000e-03 5.430089e-01 1.652485e+02 1.072339e+02     Pix  1 15
1.999968e-03 5.708808e-01 1.645382e+02 1.086884e+02     Pix  1 16
2.000000e-03 6.175056e-01 1.593822e+02 1.095456e+02     Pix  1 17
2.000000e-03 5.995083e-01 1.647190e+02 1.075417e+02     Pix  1 18
1.999955e-03 6.450548e-01 1.606943e+02 1.078049e+02     Pix  1 19
2.000000e-03 6.231409e-01 1.630181e+02 1.080844e+02     Pix  1 20
2.000000e-03 6.445949e-01 1.598956e+02 1.082446e+02     Pix  1 21
1.999957e-03 6.119777e-01 1.645276e+02 1.054245e+02     Pix  1 22
2.000000e-03 5.905623e-01 1.639768e+02 1.056095e+02     Pix  1 23
1.999953e-03 6.344807e-01 1.624225e+02 1.071672e+02     Pix  1 24
2.000000e-03 6.254809e-01 1.640595e+02 1.040159e+02     Pix  1 25
2.000000e-03 6.264351e-01 1.631265e+02 1.073645e+02     Pix  1 26
2.000000e-03 6.189906e-01 1.608720e+02 1.093492e+02     Pix  1 27
2.000000e-03 5.940776e-01 1.640364e+02 1.084391e+02     Pix  1 28
2.000000e-03 6.159402e-01 1.631740e+02 1.087126e+02     Pix  1 29
2.000000e-03 6.214268e-01 1.635636e+02 1.062129e+02     Pix  1 30
2.000000e-03 6.548103e-01 1.620825e+02 1.065513e+02     Pix  1 31
2.000000e-03 6.219439e-01 1.645693e+02 1.047753e+02     Pix  1 32
2.000000e-03 6.027012e-01 1.618935e+02 1.096258e+02     Pix  1 33
2.000000e-03 5.909631e-01 1.616745e+02 1.102590e+02     Pix  1 34
2.000000e-03 5.938294e-01 1.610450e+02 1.103051e+02     Pix  1 35
2.000000e-03 6.569512e-01 1.601966e+02 1.088165e+02     Pix  1 36
2.000000e-03 6.465916e-01 1.606115e+02 1.068408e+02     Pix  1 37
2.000000e-03 6.408556e-01 1.603617e+02 1.081367e+02     Pix  1 38
2.000000e-03 6.020958e-01 1.619652e+02 1.086878e+02     Pix  1 39
1.999952e-03 6.473189e-01 1.594349e+02 1.085069e+02     Pix  1 40
2.000000e-03 6.276661e-01 1.614699e+02 1.087570e+02     Pix  1 41
2.000000e-03 6.244922e-01 1.643220e+02 1.022860e+02     Pix  1 42
1.999953e-03 6.196328e-01 1.641619e+02 1.062420e+02     Pix  1 43
2.000000e-03 6.494759e-01 1.617355e+02 1.085937e+02     Pix  1 44
2.000000e-03 6.019638e-01 1.621671e+02 1.086678e+02     Pix  1 45
2.000000e-03 6.109620e-01 1.617062e+02 1.086832e+02     Pix  1 46
2.000000e-03 5.922009e-01 1.621126e+02 1.086682e+02     Pix  1 47
1.999954e-03 6.255334e-01 1.641224e+02 1.069733e+02     Pix  1 48
2.000000e-03 6.585304e-01 1.623377e+02 1.059515e+02     Pix  1 49
2.000000e-03 6.444129e-01 1.631314e+02 1.030532e+02     Pix  1 50
2.000000e-03 5.891398e-01 1.626251e+02 1.100570e+02     Pix  1 51
2.000000e-03 5.675872e-01 1.630735e+02 1.096543e+02     Pix  1 52
2.000000e-03 5.898966e-01 1.616498e+02 1.100463e+02     Pix  1 53
2.000000e-03 6.283268e-01 1.611159e+02 1.087482e+02     Pix  1 54
2.000000e-03 6.374579e-01 1.623404e+02 1.064845e+02     Pix  1 55
2.000000e-03 6.538076e-01 1.602396e+02 1.083106e+02     Pix  1 56
2.000000e-03 6.623666e-01 1.595013e+02 1.089325e+02     Pix  1 57
1.999958e-03 6.221214e-01 1.592663e+02 1.116640e+02     Pix  1 58
2.000000e-03 6.418885e-01 1.601025e+02 1.082606e+02     Pix  1 59
2.000000e-03 6.833533e-01 1.602250e+02 1.072976e+02     Pix  1 60
2.000000e-03 6.445511e-01 1.616663e+02 1.045587e+02     Pix  1 61
1.999907e-03 6.935153e-01 1.603952e+02 1.063594e+02     Pix  1 62
2.000000e-03 6.229300e-01 1.593541e+02 1.094476e+02     Pix  1 63
1.999950e-03 6.634755e-01 1.584966e+02 1.096480e+02     Pix  1 64
2.000000e-03 6.259239e-01 1.588798e+02 1.077265e+02     Pix  1 65
2.000000e-03 6.375175e-01 1.619994e+02 1.072954e+02     Pix  1 66
2.000000e-03 6.607166e-01 1.605234e+02 1.047931e+02     Pix  1 67
2.000000e-03 6.427068e-01 1.616603e+02 1.066103e+02     Pix  1 68
1.999959e-03 6.168671e-01 1.581755e+02 1.117685e+02     Pix  1 69
2.000000e-03 6.504517e-01 1.565477e+02 1.104215e+02     Pix  1 70
2.000000e-03 6.298782e-01 1.592934e+02 1.098291e+02     Pix  1 71
2.000000e-03 6.568976e-01 1.591614e+02 1.083569e+02     Pix  1 72
2.000000e-03 6.768968e-01 1.571727e+02 1.095601e+02     Pix  1 73
1.999958e-03 6.293449e-01 1.604663e+02 1.095067e+02     Pix  1 74
2.000000e-03 6.704557e-01 1.577380e+02 1.100445e+02     Pix  1 75
2.000000e-03 6.515424e-01 1.591743e+02 1.088191e+02     Pix  1 76
2.000000e-03 6.553266e-01 1.595076e+02 1.093000e+02     Pix  1 77
1.999949e-03 6.673748e-01 1.582319e+02 1.089782e+02     Pix  1 78
1.910556e-03 6.623194e-01 1.580579e+02 1.043029e+02     Pix  1 79
2.000000e-03 6.118904e-01 1.618736e+02 1.088734e+02     Pix  2  0
2.000000e-03 6.455846e-01 1.572223e+02 1.108089e+02     Pix  2  1
2.000000e-03 6.059080e-01 1.618729e+02 1.083973e+02     Pix  2  2
2.000000e-03 5.589971e-01 1.642417e+02 1.089955e+02     Pix  2  3
2.000000e-03 5.849011e-01 1.637098e+02 1.072237e+02     Pix  2  4
2.000000e-03 6.362397e-01 1.598518e+02 1.100184e+02     Pix  2  5
2.000000e-03 6.181123e-01 1.628915e+02 1.074605e+02     Pix  2  6
2.000000e-03 6.283000e-01 1.628880e+02 1.075103e+02     Pix  2  7
1.999955e-03 6.267012e-01 1.624557e+02 1.073331e+02     Pix  2  8
2.000000e-03 6.468140e-01 1.601827e+02 1.102578e+02     Pix  2  9
1.999955e-03 6.291898e-01 1.617194e+02 1.071249e+02     Pix  2 10
2.000000e-03 6.376247e-01 1.611115e+02 1.071411e+02     Pix  2 11
2.000000e-03 5.771744e-01 1.681029e+02 1.061498e+02     Pix  2 12
2.000000e-03 6.301323e-01 1.656202e+02 1.043211e+02     Pix  2 13
2.000000e-03 6.500920e-01 1.646025e+02 1.042331e+02     Pix  2 14
2.000000e-03 5.663398e-01 1.647618e+02 1.081826e+02     Pix  2 15
2.000000e-03 6.041823e-01 1.623854e+02 1.080864e+02     Pix  2 16
2.000000e-03 5.855537e-01 1.640214e+02 1.066896e+02     Pix  2 17
1.999959e-03 6.219980e-01 1.634440e+02 1.071588e+02     Pix  2 18
2.000000e-03 6.224294e-01 1.634063e+02 1.072022e+02     Pix  2 19
2.000000e-03 6.260017e-01 1.633634e+02 1.055550e+02     Pix  2 20
2.000000e-03 5.711059e-01 1.669045e+02 1.051188e+02     Pix  2 21
2.000000e-03 6.334927e-01 1.637894e+02 1.083007e+02     Pix  2 22
2.000000e-03 6.085566e-01 1.627209e+02 1.071482e+02     Pix  2 23
