Parameters of the vcal vs. pulse height fits
par[3] + par[2] * TMath::TanH(par[0]*x[0] - par[1])

2.000000e-03 7.665737e-01 1.498593e+02 1.141241e+02     Pix  0  0
2.000000e-03 7.274807e-01 1.525665e+02 1.126928e+02     Pix  0  1
2.000000e-03 7.727536e-01 1.496938e+02 1.136350e+02     Pix  0  2
2.000000e-03 6.952015e-01 1.530952e+02 1.126286e+02     Pix  0  3
2.000000e-03 6.502713e-01 1.551675e+02 1.116980e+02     Pix  0  4
2.000000e-03 7.218807e-01 1.524555e+02 1.110677e+02     Pix  0  5
2.000000e-03 7.374673e-01 1.531674e+02 1.101627e+02     Pix  0  6
1.999469e-03 7.402079e-01 1.527292e+02 1.094843e+02     Pix  0  7
1.999999e-03 7.005896e-01 1.572670e+02 1.046995e+02     Pix  0  8
2.000000e-03 7.116549e-01 1.550264e+02 1.105172e+02     Pix  0  9
1.969686e-03 7.441437e-01 1.526389e+02 1.088112e+02     Pix  0 10
2.000000e-03 7.477660e-01 1.529897e+02 1.120672e+02     Pix  0 11
1.999980e-03 7.658441e-01 1.532229e+02 1.054412e+02     Pix  0 12
2.000000e-03 7.991401e-01 1.533217e+02 1.095979e+02     Pix  0 13
1.999999e-03 7.419028e-01 1.585232e+02 1.038907e+02     Pix  0 14
2.000000e-03 6.744653e-01 1.538219e+02 1.123274e+02     Pix  0 15
2.000000e-03 7.239217e-01 1.528704e+02 1.122112e+02     Pix  0 16
1.999921e-03 7.694051e-01 1.507356e+02 1.109702e+02     Pix  0 17
2.000000e-03 7.302017e-01 1.543369e+02 1.100494e+02     Pix  0 18
2.000000e-03 7.434853e-01 1.540207e+02 1.073590e+02     Pix  0 19
2.000000e-03 7.125042e-01 1.564810e+02 1.064320e+02     Pix  0 20
1.999540e-03 7.201657e-01 1.547169e+02 1.081062e+02     Pix  0 21
2.000000e-03 7.249659e-01 1.544116e+02 1.089252e+02     Pix  0 22
1.999878e-03 7.593796e-01 1.535193e+02 1.104168e+02     Pix  0 23
1.878931e-03 6.911520e-01 1.625884e+02 1.010173e+02     Pix  0 24
1.904366e-03 7.533116e-01 1.591184e+02 1.037922e+02     Pix  0 25
1.999965e-03 7.414829e-01 1.565993e+02 1.055154e+02     Pix  0 26
2.000000e-03 7.068739e-01 1.568546e+02 1.089090e+02     Pix  0 27
1.995380e-03 7.164963e-01 1.553279e+02 1.073280e+02     Pix  0 28
1.999929e-03 7.334754e-01 1.532614e+02 1.090186e+02     Pix  0 29
1.883193e-03 7.161398e-01 1.606584e+02 1.028368e+02     Pix  0 30
2.000000e-03 6.930825e-01 1.587470e+02 1.044047e+02     Pix  0 31
1.897971e-03 7.153593e-01 1.600647e+02 1.033476e+02     Pix  0 32
1.996791e-03 7.632259e-01 1.510730e+02 1.117567e+02     Pix  0 33
2.000000e-03 7.295370e-01 1.526133e+02 1.129457e+02     Pix  0 34
1.978283e-03 7.453536e-01 1.527267e+02 1.089412e+02     Pix  0 35
2.000000e-03 7.030535e-01 1.574535e+02 1.068059e+02     Pix  0 36
1.931727e-03 7.550517e-01 1.558256e+02 1.069924e+02     Pix  0 37
2.000000e-03 6.754443e-01 1.583304e+02 1.044816e+02     Pix  0 38
2.000000e-03 6.823925e-01 1.567077e+02 1.055856e+02     Pix  0 39
1.999915e-03 7.404782e-01 1.544726e+02 1.082140e+02     Pix  0 40
1.961478e-03 7.132528e-01 1.570464e+02 1.051061e+02     Pix  0 41
1.952434e-03 7.351733e-01 1.587967e+02 1.034861e+02     Pix  0 42
1.855447e-03 6.714211e-01 1.628690e+02 1.011372e+02     Pix  0 43
1.951749e-03 7.775772e-01 1.570281e+02 1.047266e+02     Pix  0 44
1.999931e-03 7.194401e-01 1.548613e+02 1.064050e+02     Pix  0 45
2.000000e-03 6.810816e-01 1.568696e+02 1.062518e+02     Pix  0 46
1.999985e-03 7.804273e-01 1.510311e+02 1.102721e+02     Pix  0 47
2.000000e-03 7.115680e-01 1.583284e+02 1.042963e+02     Pix  0 48
1.999984e-03 7.613381e-01 1.560124e+02 1.044777e+02     Pix  0 49
1.967038e-03 7.406444e-01 1.586465e+02 1.039178e+02     Pix  0 50
2.000000e-03 7.156972e-01 1.523478e+02 1.113975e+02     Pix  0 51
