Parameters of the vcal vs. pulse height fits
par[3] + par[2] * TMath::TanH(par[0]*x[0] - par[1])

2.000000e-03 5.606600e-01 1.526021e+02 1.171441e+02     Pix  0  0
2.000000e-03 5.704979e-01 1.538131e+02 1.141259e+02     Pix  0  1
2.000000e-03 5.333440e-01 1.565785e+02 1.125073e+02     Pix  0  2
2.000000e-03 6.147066e-01 1.494982e+02 1.183783e+02     Pix  0  3
2.000000e-03 5.837985e-01 1.516441e+02 1.168043e+02     Pix  0  4
2.000000e-03 5.496626e-01 1.548112e+02 1.138413e+02     Pix  0  5
2.000000e-03 5.599403e-01 1.559983e+02 1.120405e+02     Pix  0  6
2.000000e-03 5.502514e-01 1.564051e+02 1.116789e+02     Pix  0  7
2.000000e-03 5.780150e-01 1.541730e+02 1.135521e+02     Pix  0  8
2.000000e-03 5.998144e-01 1.513230e+02 1.166188e+02     Pix  0  9
2.000000e-03 5.822934e-01 1.524351e+02 1.163128e+02     Pix  0 10
2.000000e-03 5.541762e-01 1.569681e+02 1.125728e+02     Pix  0 11
1.999955e-03 6.380523e-01 1.552175e+02 1.126299e+02     Pix  0 12
2.000000e-03 6.415475e-01 1.538610e+02 1.129796e+02     Pix  0 13
2.000000e-03 6.028727e-01 1.560874e+02 1.103414e+02     Pix  0 14
2.000000e-03 6.091325e-01 1.511216e+02 1.155095e+02     Pix  0 15
2.000000e-03 4.847778e-01 1.608238e+02 1.121017e+02     Pix  0 16
2.000000e-03 5.732351e-01 1.538120e+02 1.137918e+02     Pix  0 17
2.000000e-03 5.909430e-01 1.553805e+02 1.133037e+02     Pix  0 18
2.000000e-03 6.216737e-01 1.536637e+02 1.141944e+02     Pix  0 19
2.000000e-03 6.313147e-01 1.530783e+02 1.131742e+02     Pix  0 20
2.000000e-03 5.752240e-01 1.559658e+02 1.134724e+02     Pix  0 21
2.000000e-03 5.917455e-01 1.566469e+02 1.127025e+02     Pix  0 22
2.000000e-03 5.840890e-01 1.544704e+02 1.140515e+02     Pix  0 23
2.000000e-03 6.022919e-01 1.573645e+02 1.097857e+02     Pix  0 24
2.000000e-03 6.147075e-01 1.561118e+02 1.107359e+02     Pix  0 25
2.000000e-03 5.925175e-01 1.559728e+02 1.109305e+02     Pix  0 26
2.000000e-03 5.865536e-01 1.555316e+02 1.137086e+02     Pix  0 27
2.000000e-03 5.968355e-01 1.547381e+02 1.146448e+02     Pix  0 28
2.000000e-03 5.969549e-01 1.557193e+02 1.129264e+02     Pix  0 29
2.000000e-03 6.121818e-01 1.575835e+02 1.089413e+02     Pix  0 30
2.000000e-03 6.504628e-01 1.524080e+02 1.143218e+02     Pix  0 31
2.000000e-03 6.324795e-01 1.541637e+02 1.129723e+02     Pix  0 32
2.000000e-03 6.603795e-01 1.476376e+02 1.176596e+02     Pix  0 33
2.000000e-03 5.897462e-01 1.533837e+02 1.155275e+02     Pix  0 34
2.000000e-03 6.128475e-01 1.513855e+02 1.169742e+02     Pix  0 35
2.000000e-03 6.556558e-01 1.521709e+02 1.145682e+02     Pix  0 36
2.000000e-03 6.165716e-01 1.542233e+02 1.138522e+02     Pix  0 37
2.000000e-03 6.299312e-01 1.541568e+02 1.137215e+02     Pix  0 38
2.000000e-03 6.518915e-01 1.504768e+02 1.161007e+02     Pix  0 39
2.000000e-03 6.173013e-01 1.519958e+02 1.158212e+02     Pix  0 40
2.000000e-03 6.152048e-01 1.535828e+02 1.141097e+02     Pix  0 41
2.000000e-03 6.289894e-01 1.539207e+02 1.124691e+02     Pix  0 42
2.000000e-03 5.910139e-01 1.581388e+02 1.106375e+02     Pix  0 43
2.000000e-03 6.458641e-01 1.522676e+02 1.144609e+02     Pix  0 44
2.000000e-03 6.197728e-01 1.524641e+02 1.160033e+02     Pix  0 45
2.000000e-03 6.392800e-01 1.521778e+02 1.156052e+02     Pix  0 46
2.000000e-03 6.489796e-01 1.512573e+02 1.146549e+02     Pix  0 47
2.000000e-03 6.326686e-01 1.558025e+02 1.099101e+02     Pix  0 48
2.000000e-03 6.648328e-01 1.521398e+02 1.133896e+02     Pix  0 49
2.000000e-03 6.492412e-01 1.528151e+02 1.131962e+02     Pix  0 50
2.000000e-03 6.316573e-01 1.505976e+02 1.160102e+02     Pix  0 51
2.000000e-03 5.916919e-01 1.526859e+02 1.159789e+02     Pix  0 52
2.000000e-03 5.892322e-01 1.524405e+02 1.148936e+02     Pix  0 53
2.000000e-03 6.384705e-01 1.526744e+02 1.122028e+02     Pix  0 54
2.000000e-03 6.273188e-01 1.548103e+02 1.117524e+02     Pix  0 55
2.000000e-03 6.786751e-01 1.510445e+02 1.134771e+02     Pix  0 56
2.000000e-03 6.454663e-01 1.500638e+02 1.163352e+02     Pix  0 57
2.000000e-03 6.474296e-01 1.496120e+02 1.155100e+02     Pix  0 58
2.000000e-03 6.193374e-01 1.531148e+02 1.155253e+02     Pix  0 59
2.000000e-03 6.491596e-01 1.532797e+02 1.116871e+02     Pix  0 60
2.000000e-03 6.856865e-01 1.519390e+02 1.137910e+02     Pix  0 61
2.000000e-03 6.779269e-01 1.521571e+02 1.122882e+02     Pix  0 62
2.000000e-03 6.155543e-01 1.534483e+02 1.133969e+02     Pix  0 63
2.000000e-03 6.568764e-01 1.503625e+02 1.139606e+02     Pix  0 64
1.999999e-03 6.760943e-01 1.488374e+02 1.172907e+02     Pix  0 65
2.000000e-03 7.038629e-01 1.502951e+02 1.122069e+02     Pix  0 66
1.999948e-03 6.986160e-01 1.505990e+02 1.125902e+02     Pix  0 67
2.000000e-03 7.105920e-01 1.494111e+02 1.123643e+02     Pix  0 68
2.000000e-03 6.002882e-01 1.525110e+02 1.152289e+02     Pix  0 69
2.000000e-03 5.978875e-01 1.513324e+02 1.164620e+02     Pix  0 70
2.000000e-03 6.100403e-01 1.503120e+02 1.172039e+02     Pix  0 71
2.000000e-03 6.331023e-01 1.506511e+02 1.161936e+02     Pix  0 72
2.000000e-03 6.581414e-01 1.509669e+02 1.132815e+02     Pix  0 73
1.999843e-03 6.437618e-01 1.517829e+02 1.140294e+02     Pix  0 74
2.000000e-03 6.707886e-01 1.491852e+02 1.147910e+02     Pix  0 75
2.000000e-03 6.523377e-01 1.500654e+02 1.168292e+02     Pix  0 76
2.000000e-03 5.828289e-01 1.538494e+02 1.139818e+02     Pix  0 77
2.000000e-03 6.579393e-01 1.521734e+02 1.117112e+02     Pix  0 78
1.839647e-03 6.837004e-01 1.518461e+02 1.109791e+02     Pix  0 79
2.000000e-03 5.090447e-01 1.608046e+02 1.126970e+02     Pix  1  0
2.000000e-03 4.960351e-01 1.649965e+02 1.076700e+02     Pix  1  1
2.000000e-03 5.110132e-01 1.618676e+02 1.094451e+02     Pix  1  2
2.000000e-03 5.679312e-01 1.590576e+02 1.117607e+02     Pix  1  3
2.000000e-03 5.293149e-01 1.605495e+02 1.107496e+02     Pix  1  4
2.000000e-03 5.250862e-01 1.598025e+02 1.123567e+02     Pix  1  5
2.000000e-03 5.418872e-01 1.612220e+02 1.111754e+02     Pix  1  6
2.000000e-03 5.698178e-01 1.595386e+02 1.103808e+02     Pix  1  7
2.000000e-03 5.607099e-01 1.614820e+02 1.089542e+02     Pix  1  8
2.000000e-03 5.281225e-01 1.643268e+02 1.079797e+02     Pix  1  9
2.000000e-03 5.612516e-01 1.618985e+02 1.109775e+02     Pix  1 10
2.000000e-03 5.174809e-01 1.649945e+02 1.090770e+02     Pix  1 11
2.000000e-03 5.846916e-01 1.629043e+02 1.094102e+02     Pix  1 12
2.000000e-03 5.577827e-01 1.655623e+02 1.071451e+02     Pix  1 13
2.000000e-03 5.361989e-01 1.679741e+02 1.055507e+02     Pix  1 14
2.000000e-03 5.167506e-01 1.626861e+02 1.104007e+02     Pix  1 15
2.000000e-03 4.596439e-01 1.685055e+02 1.079382e+02     Pix  1 16
2.000000e-03 5.274079e-01 1.612880e+02 1.097516e+02     Pix  1 17
2.000000e-03 5.102835e-01 1.637508e+02 1.098631e+02     Pix  1 18
2.000000e-03 5.326574e-01 1.643156e+02 1.092777e+02     Pix  1 19
2.000000e-03 5.498353e-01 1.632593e+02 1.092455e+02     Pix  1 20
2.000000e-03 5.441480e-01 1.641429e+02 1.086379e+02     Pix  1 21
2.000000e-03 5.143318e-01 1.655720e+02 1.081862e+02     Pix  1 22
2.000000e-03 5.903122e-01 1.601280e+02 1.098861e+02     Pix  1 23
2.000000e-03 5.588122e-01 1.650522e+02 1.073137e+02     Pix  1 24
1.999969e-03 5.615539e-01 1.644197e+02 1.074899e+02     Pix  1 25
2.000000e-03 5.780000e-01 1.641290e+02 1.076592e+02     Pix  1 26
2.000000e-03 5.417226e-01 1.642287e+02 1.085796e+02     Pix  1 27
2.000000e-03 5.242078e-01 1.633133e+02 1.105672e+02     Pix  1 28
2.000000e-03 5.846828e-01 1.592523e+02 1.108442e+02     Pix  1 29
1.999972e-03 5.501885e-01 1.648461e+02 1.077869e+02     Pix  1 30
2.000000e-03 5.790846e-01 1.622087e+02 1.087490e+02     Pix  1 31
2.000000e-03 5.650321e-01 1.636950e+02 1.074398e+02     Pix  1 32
2.000000e-03 5.629099e-01 1.599551e+02 1.131593e+02     Pix  1 33
2.000000e-03 5.233176e-01 1.636657e+02 1.097304e+02     Pix  1 34
2.000000e-03 4.796923e-01 1.651416e+02 1.100616e+02     Pix  1 35
2.000000e-03 5.527832e-01 1.626061e+02 1.092687e+02     Pix  1 36
2.000000e-03 5.478306e-01 1.644977e+02 1.073638e+02     Pix  1 37
2.000000e-03 5.750913e-01 1.629302e+02 1.084130e+02     Pix  1 38
2.000000e-03 4.899769e-01 1.678991e+02 1.066579e+02     Pix  1 39
2.000000e-03 5.459040e-01 1.622750e+02 1.103087e+02     Pix  1 40
2.000000e-03 5.479295e-01 1.626744e+02 1.095543e+02     Pix  1 41
2.000000e-03 5.503993e-01 1.662040e+02 1.056606e+02     Pix  1 42
2.000000e-03 6.034795e-01 1.620044e+02 1.095804e+02     Pix  1 43
2.000000e-03 5.869547e-01 1.619400e+02 1.069645e+02     Pix  1 44
2.000000e-03 5.597377e-01 1.613269e+02 1.122336e+02     Pix  1 45
2.000000e-03 5.863003e-01 1.608576e+02 1.109591e+02     Pix  1 46
2.000000e-03 5.619501e-01 1.611428e+02 1.117146e+02     Pix  1 47
2.000000e-03 5.377383e-01 1.655339e+02 1.079229e+02     Pix  1 48
2.000000e-03 6.077343e-01 1.602031e+02 1.087265e+02     Pix  1 49
2.000000e-03 6.383985e-01 1.588440e+02 1.097009e+02     Pix  1 50
2.000000e-03 5.466958e-01 1.600395e+02 1.115420e+02     Pix  1 51
2.000000e-03 5.682204e-01 1.596354e+02 1.130045e+02     Pix  1 52
2.000000e-03 4.941357e-01 1.662481e+02 1.075117e+02     Pix  1 53
1.999964e-03 5.888112e-01 1.611958e+02 1.095319e+02     Pix  1 54
2.000000e-03 5.451631e-01 1.630252e+02 1.093460e+02     Pix  1 55
2.000000e-03 5.597622e-01 1.619743e+02 1.100002e+02     Pix  1 56
2.000000e-03 5.678369e-01 1.602199e+02 1.112833e+02     Pix  1 57
2.000000e-03 5.637671e-01 1.604712e+02 1.123842e+02     Pix  1 58
2.000000e-03 5.196858e-01 1.634252e+02 1.092136e+02     Pix  1 59
2.000000e-03 6.376929e-01 1.589081e+02 1.089209e+02     Pix  1 60
2.000000e-03 6.067963e-01 1.615904e+02 1.088810e+02     Pix  1 61
2.000000e-03 6.430419e-01 1.574624e+02 1.106473e+02     Pix  1 62
2.000000e-03 5.914447e-01 1.586276e+02 1.111826e+02     Pix  1 63
2.000000e-03 5.575881e-01 1.609940e+02 1.104168e+02     Pix  1 64
2.000000e-03 5.686862e-01 1.609731e+02 1.113235e+02     Pix  1 65
2.000000e-03 6.293058e-01 1.587269e+02 1.071295e+02     Pix  1 66
2.000000e-03 5.992821e-01 1.611703e+02 1.098204e+02     Pix  1 67
2.000000e-03 6.420718e-01 1.570491e+02 1.112283e+02     Pix  1 68
2.000000e-03 5.257859e-01 1.612752e+02 1.115521e+02     Pix  1 69
2.000000e-03 5.686522e-01 1.566896e+02 1.130933e+02     Pix  1 70
2.000000e-03 5.310535e-01 1.595940e+02 1.110925e+02     Pix  1 71
2.000000e-03 6.230205e-01 1.561470e+02 1.115254e+02     Pix  1 72
1.999966e-03 5.819357e-01 1.605263e+02 1.103534e+02     Pix  1 73
2.000000e-03 6.059253e-01 1.592769e+02 1.108923e+02     Pix  1 74
2.000000e-03 5.831676e-01 1.592543e+02 1.101363e+02     Pix  1 75
2.000000e-03 5.715066e-01 1.607282e+02 1.093832e+02     Pix  1 76
1.999961e-03 6.123856e-01 1.572764e+02 1.128286e+02     Pix  1 77
2.000000e-03 6.033757e-01 1.602129e+02 1.098140e+02     Pix  1 78
2.000000e-03 7.123801e-01 1.504464e+02 1.120108e+02     Pix  1 79
2.000000e-03 5.383203e-01 1.658737e+02 1.074653e+02     Pix  2  0
2.000000e-03 5.714935e-01 1.627594e+02 1.079571e+02     Pix  2  1
2.000000e-03 5.387671e-01 1.654668e+02 1.065420e+02     Pix  2  2
2.000000e-03 5.256462e-01 1.651184e+02 1.083942e+02     Pix  2  3
2.000000e-03 5.436431e-01 1.648909e+02 1.062718e+02     Pix  2  4
2.000000e-03 5.647369e-01 1.622437e+02 1.078531e+02     Pix  2  5
2.000000e-03 5.618049e-01 1.670031e+02 1.026178e+02     Pix  2  6
1.999952e-03 6.489505e-01 1.606882e+02 1.080425e+02     Pix  2  7
2.000000e-03 5.619625e-01 1.656995e+02 1.032703e+02     Pix  2  8
2.000000e-03 6.141623e-01 1.618987e+02 1.058266e+02     Pix  2  9
2.000000e-03 5.929827e-01 1.640710e+02 1.047958e+02     Pix  2 10
1.999959e-03 6.004731e-01 1.645658e+02 1.048834e+02     Pix  2 11
2.000000e-03 6.480007e-01 1.622421e+02 1.047802e+02     Pix  2 12
2.000000e-03 6.595976e-01 1.625425e+02 1.061312e+02     Pix  2 13
2.000000e-03 5.790384e-01 1.680156e+02 1.025019e+02     Pix  2 14
2.000000e-03 5.629928e-01 1.626642e+02 1.087147e+02     Pix  2 15
2.000000e-03 5.486714e-01 1.652985e+02 1.049647e+02     Pix  2 16
1.999953e-03 6.353774e-01 1.569716e+02 1.113578e+02     Pix  2 17
2.000000e-03 5.817871e-01 1.652976e+02 1.037648e+02     Pix  2 18
2.000000e-03 5.585190e-01 1.675751e+02 1.024686e+02     Pix  2 19
2.000000e-03 5.998654e-01 1.647949e+02 1.066051e+02     Pix  2 20
1.999965e-03 5.767122e-01 1.651747e+02 1.047681e+02     Pix  2 21
2.000000e-03 5.828770e-01 1.647642e+02 1.037588e+02     Pix  2 22
2.000000e-03 5.203762e-01 1.691442e+02 1.028564e+02     Pix  2 23
2.000000e-03 6.017660e-01 1.677666e+02 1.015612e+02     Pix  2 24
2.000000e-03 6.237708e-01 1.645918e+02 1.039365e+02     Pix  2 25
2.000000e-03 5.723705e-01 1.675703e+02 1.024189e+02     Pix  2 26
2.000000e-03 5.773185e-01 1.659411e+02 1.053349e+02     Pix  2 27
2.000000e-03 6.173755e-01 1.635422e+02 1.064320e+02     Pix  2 28
2.000000e-03 5.769307e-01 1.643604e+02 1.066478e+02     Pix  2 29
1.999955e-03 6.297815e-01 1.646962e+02 1.063200e+02     Pix  2 30
2.000000e-03 6.166991e-01 1.658359e+02 1.027158e+02     Pix  2 31
2.000000e-03 6.235772e-01 1.644180e+02 1.028022e+02     Pix  2 32
2.000000e-03 5.644098e-01 1.615705e+02 1.071790e+02     Pix  2 33
2.000000e-03 6.310244e-01 1.616088e+02 1.075740e+02     Pix  2 34
2.000000e-03 6.102397e-01 1.621273e+02 1.094548e+02     Pix  2 35
1.999960e-03 6.121928e-01 1.633146e+02 1.058782e+02     Pix  2 36
2.000000e-03 5.947525e-01 1.648185e+02 1.043048e+02     Pix  2 37
1.999947e-03 6.541913e-01 1.613784e+02 1.061530e+02     Pix  2 38
2.000000e-03 5.581023e-01 1.669866e+02 1.034846e+02     Pix  2 39
2.000000e-03 5.937856e-01 1.632049e+02 1.045908e+02     Pix  2 40
2.000000e-03 6.473952e-01 1.607487e+02 1.077379e+02     Pix  2 41
2.000000e-03 6.395115e-01 1.628377e+02 1.057488e+02     Pix  2 42
2.000000e-03 6.174083e-01 1.663555e+02 1.020375e+02     Pix  2 43
2.000000e-03 6.691486e-01 1.615563e+02 1.041281e+02     Pix  2 44
2.000000e-03 5.793923e-01 1.652295e+02 1.032671e+02     Pix  2 45
1.999966e-03 5.640791e-01 1.693252e+02 1.039105e+02     Pix  2 46
2.000000e-03 5.825845e-01 1.652275e+02 1.057839e+02     Pix  2 47
2.000000e-03 5.887647e-01 1.695116e+02 1.025172e+02     Pix  2 48
2.000000e-03 6.513997e-01 1.625077e+02 1.044017e+02     Pix  2 49
2.000000e-03 6.516167e-01 1.629668e+02 1.046353e+02     Pix  2 50
2.000000e-03 6.327070e-01 1.595746e+02 1.086522e+02     Pix  2 51
2.000000e-03 5.515790e-01 1.664741e+02 1.050063e+02     Pix  2 52
