Pulse heights for the following Vcal values:
Low range:  50 100 150 200 250 
High range:  30 50 70 90 200 

  44  58  75  90 108  91 141 180 222 255    Pix  0  0
  53  70  86 102 120 103 152 195 237 255    Pix  0  1
  37  53  69  85 102  85 135 175 215 255    Pix  0  2
  48  64  80  96 112  96 144 185 226 255    Pix  0  3
  45  61  77  93 110  93 143 183 226 255    Pix  0  4
  50  66  84 100 117 100 151 195 237 255    Pix  0  5
  39  54  71  86 104  87 134 176 217 255    Pix  0  6
  39  54  71  87 104  89 137 178 221 255    Pix  0  7
  42  56  76  91 107  91 141 182 224 255    Pix  0  8
  45  61  78  93 111  94 144 186 229 255    Pix  0  9
  38  54  72  88 104  88 137 177 221 255    Pix  0 10
  41  55  75  90 107  90 140 180 223 255    Pix  0 11
  37  53  70  87 103  86 136 178 221 255    Pix  0 12
  33  47  65  81  99  81 132 174 216 255    Pix  0 13
  34  49  68  84 100  83 133 177 220 255    Pix  0 14
  44  59  74  89 107  90 139 179 220 255    Pix  0 15
  44  61  77  93 109  93 143 186 229 255    Pix  0 16
  45  62  79  95 111  96 145 189 231 255    Pix  0 17
  40  56  73  90 106  90 140 181 224 255    Pix  0 18
  39  54  72  88 105  88 138 180 222 255    Pix  0 19
  36  52  69  85 102  85 135 177 220 255    Pix  0 20
  40  55  73  88 106  89 140 182 224 255    Pix  0 21
  43  59  77  93 110  93 143 186 230 255    Pix  0 22
  40  56  74  90 107  91 141 183 226 255    Pix  0 23
  39  55  73  90 107  89 141 181 225 255    Pix  0 24
  33  48  65  81  99  81 131 174 216 255    Pix  0 25
  36  52  70  85 102  85 135 175 219 255    Pix  0 26
  44  58  77  92 109  93 143 185 227 255    Pix  0 27
  43  59  77  93 111  93 143 189 231 255    Pix  0 28
  44  59  77  93 110  93 143 186 229 255    Pix  0 29
  34  50  68  84 100  84 133 175 219 255    Pix  0 30
  36  51  68  84 101  85 136 179 221 255    Pix  0 31
  29  44  62  78  94  78 127 167 211 255    Pix  0 32
  41  56  73  90 106  88 140 181 223 255    Pix  0 33
  45  61  78  95 112  95 146 188 231 255    Pix  0 34
