# IV test from Wed, 18 Nov 2015 15:32:02 -0600 (CST) +128907000 nsec
#Test Parameters:
#   HV Supply:      Keithley2410
#   Voltage Start:  0
#   Voltage Stop:   600
#   Voltage Step:   5
#   Delay(s):       1
#   Compliance(uA): 100
#voltage(V)	current(A)	timestamp
  +0.000	-9.269131e-09	2015-11-18 21:32:02.128907000Z
  -5.000	-6.143514e-08	2015-11-18 21:32:03.754441001Z
 -10.000	-9.994876e-08	2015-11-18 21:32:05.379886000Z
 -15.000	-1.415515e-07	2015-11-18 21:32:06.971527001Z
 -20.000	-1.883506e-07	2015-11-18 21:32:08.562879000Z
 -25.000	-2.263098e-07	2015-11-18 21:32:10.153269000Z
 -30.000	-2.650684e-07	2015-11-18 21:32:11.745089000Z
 -35.000	-3.054979e-07	2015-11-18 21:32:13.337375000Z
 -40.000	-3.442277e-07	2015-11-18 21:32:14.929435000Z
 -45.000	-3.859533e-07	2015-11-18 21:32:16.521969001Z
 -50.000	-4.216778e-07	2015-11-18 21:32:18.110149000Z
 -55.000	-4.740916e-07	2015-11-18 21:32:19.702736000Z
 -60.000	-5.184862e-07	2015-11-18 21:32:21.294368000Z
 -65.000	-5.761726e-07	2015-11-18 21:32:22.889816000Z
 -70.000	-6.191660e-07	2015-11-18 21:32:24.482243000Z
 -75.000	-6.777959e-07	2015-11-18 21:32:26.075031000Z
 -80.000	-7.384203e-07	2015-11-18 21:32:27.667322000Z
 -85.000	-7.838914e-07	2015-11-18 21:32:29.260118000Z
 -90.000	-8.550585e-07	2015-11-18 21:32:30.852555001Z
 -95.000	-9.079927e-07	2015-11-18 21:32:32.445641000Z
-100.000	-9.522406e-07	2015-11-18 21:32:34.035059001Z
-105.000	-1.049959e-06	2015-11-18 21:32:35.627175000Z
-110.000	-1.033165e-06	2015-11-18 21:32:40.228195000Z
-115.000	-1.068392e-06	2015-11-18 21:32:41.820455000Z
-120.000	-1.129833e-06	2015-11-18 21:32:43.410131000Z
-125.000	-1.174452e-06	2015-11-18 21:32:45.001595000Z
-130.000	-1.197133e-06	2015-11-18 21:32:46.583773000Z
-135.000	-1.202836e-06	2015-11-18 21:32:48.175503001Z
-140.000	-1.269725e-06	2015-11-18 21:32:49.757981000Z
-145.000	-1.297779e-06	2015-11-18 21:32:51.342277001Z
-150.000	-1.345083e-06	2015-11-18 21:32:52.939771000Z
-155.000	-1.382105e-06	2015-11-18 21:32:54.551267001Z
-160.000	-1.406675e-06	2015-11-18 21:32:56.133455000Z
-165.000	-1.448058e-06	2015-11-18 21:32:57.715675000Z
-170.000	-1.494206e-06	2015-11-18 21:32:59.296563001Z
-175.000	-1.493192e-06	2015-11-18 21:33:00.889107001Z
-180.000	-1.531377e-06	2015-11-18 21:33:02.477018000Z
-185.000	-1.536592e-06	2015-11-18 21:33:04.068088000Z
-190.000	-1.558830e-06	2015-11-18 21:33:05.649645000Z
-195.000	-1.568221e-06	2015-11-18 21:33:07.231840000Z
-200.000	-1.657381e-06	2015-11-18 21:33:08.813545000Z
-205.000	-1.662145e-06	2015-11-18 21:33:10.395824001Z
-210.000	-1.717355e-06	2015-11-18 21:33:11.987741001Z
-215.000	-1.727373e-06	2015-11-18 21:33:13.568755000Z
-220.000	-1.734277e-06	2015-11-18 21:33:15.156848001Z
-225.000	-1.784230e-06	2015-11-18 21:33:16.736538000Z
-230.000	-1.799474e-06	2015-11-18 21:33:18.324969000Z
-235.000	-1.802293e-06	2015-11-18 21:33:19.907358000Z
-240.000	-1.841229e-06	2015-11-18 21:33:21.489120000Z
-245.000	-1.872750e-06	2015-11-18 21:33:23.081911000Z
-250.000	-1.868250e-06	2015-11-18 21:33:24.670136000Z
-255.000	-1.914410e-06	2015-11-18 21:33:26.257542001Z
-260.000	-1.929957e-06	2015-11-18 21:33:27.850162000Z
-265.000	-1.990809e-06	2015-11-18 21:33:29.438104000Z
-270.000	-1.984432e-06	2015-11-18 21:33:31.019816000Z
-275.000	-2.031336e-06	2015-11-18 21:33:32.601914000Z
-280.000	-2.040106e-06	2015-11-18 21:33:34.194351000Z
