Parameters of the vcal vs. pulse height fits
par[3] + par[2] * TMath::TanH(par[0]*x[0] - par[1])

2.000000e-03 6.148502e-01 1.572206e+02 1.118595e+02     Pix  0  0
2.000000e-03 5.325921e-01 1.613857e+02 1.111647e+02     Pix  0  1
2.000000e-03 6.253321e-01 1.570036e+02 1.105267e+02     Pix  0  2
2.000000e-03 6.096098e-01 1.544865e+02 1.158157e+02     Pix  0  3
2.000000e-03 5.781640e-01 1.585019e+02 1.103868e+02     Pix  0  4
2.000000e-03 5.348052e-01 1.637789e+02 1.099978e+02     Pix  0  5
1.999954e-03 6.284068e-01 1.568124e+02 1.103297e+02     Pix  0  6
2.000000e-03 6.092929e-01 1.595347e+02 1.084125e+02     Pix  0  7
1.999961e-03 6.077450e-01 1.607247e+02 1.102496e+02     Pix  0  8
2.000000e-03 5.706306e-01 1.619868e+02 1.078476e+02     Pix  0  9
2.000000e-03 6.072386e-01 1.593666e+02 1.075899e+02     Pix  0 10
2.000000e-03 5.867429e-01 1.612767e+02 1.074814e+02     Pix  0 11
2.000000e-03 6.087816e-01 1.615306e+02 1.057838e+02     Pix  0 12
1.999948e-03 6.455608e-01 1.608689e+02 1.071154e+02     Pix  0 13
2.000000e-03 6.381359e-01 1.621974e+02 1.076877e+02     Pix  0 14
2.000000e-03 6.227814e-01 1.549004e+02 1.122373e+02     Pix  0 15
1.999966e-03 5.834762e-01 1.609933e+02 1.107131e+02     Pix  0 16
2.000000e-03 5.701833e-01 1.610360e+02 1.116171e+02     Pix  0 17
2.000000e-03 5.998781e-01 1.612229e+02 1.083476e+02     Pix  0 18
2.000000e-03 5.868834e-01 1.619997e+02 1.061554e+02     Pix  0 19
2.000000e-03 6.044000e-01 1.618364e+02 1.063543e+02     Pix  0 20
2.000000e-03 5.942058e-01 1.623202e+02 1.087863e+02     Pix  0 21
2.000000e-03 5.712683e-01 1.633899e+02 1.084373e+02     Pix  0 22
2.000000e-03 5.867641e-01 1.632205e+02 1.082394e+02     Pix  0 23
2.000000e-03 5.709004e-01 1.653320e+02 1.036125e+02     Pix  0 24
2.000000e-03 6.213152e-01 1.627283e+02 1.048966e+02     Pix  0 25
2.000000e-03 6.157430e-01 1.610929e+02 1.064208e+02     Pix  0 26
2.000000e-03 5.809906e-01 1.616812e+02 1.083140e+02     Pix  0 27
2.000000e-03 5.612654e-01 1.651490e+02 1.078114e+02     Pix  0 28
2.000000e-03 5.762085e-01 1.627459e+02 1.089156e+02     Pix  0 29
2.000000e-03 6.251252e-01 1.616730e+02 1.069392e+02     Pix  0 30
2.000000e-03 6.137423e-01 1.622589e+02 1.057641e+02     Pix  0 31
2.000000e-03 6.639285e-01 1.591306e+02 1.070610e+02     Pix  0 32
1.999962e-03 6.004533e-01 1.598182e+02 1.105381e+02     Pix  0 33
2.000000e-03 5.616952e-01 1.623422e+02 1.100447e+02     Pix  0 34
2.000000e-03 5.544767e-01 1.631255e+02 1.096813e+02     Pix  0 35
2.000000e-03 6.044871e-01 1.620036e+02 1.068722e+02     Pix  0 36
2.000000e-03 5.742905e-01 1.645841e+02 1.035586e+02     Pix  0 37
1.999965e-03 5.683255e-01 1.660563e+02 1.042749e+02     Pix  0 38
2.000000e-03 5.921518e-01 1.613518e+02 1.091095e+02     Pix  0 39
2.000000e-03 6.011146e-01 1.614534e+02 1.093454e+02     Pix  0 40
2.000000e-03 6.138153e-01 1.608132e+02 1.068456e+02     Pix  0 41
2.000000e-03 6.080086e-01 1.638563e+02 1.063394e+02     Pix  0 42
2.000000e-03 6.007116e-01 1.650152e+02 1.058708e+02     Pix  0 43
2.000000e-03 6.204396e-01 1.620632e+02 1.065264e+02     Pix  0 44
2.000000e-03 5.858715e-01 1.640743e+02 1.074725e+02     Pix  0 45
