Parameters of the vcal vs. pulse height fits
par[3] + par[2] * TMath::TanH(par[0]*x[0] - par[1])

2.000000e-03 6.453615e-01 1.510478e+02 1.176460e+02     Pix  0  0
2.000000e-03 6.691063e-01 1.481729e+02 1.189457e+02     Pix  0  1
2.000000e-03 6.200645e-01 1.523435e+02 1.166391e+02     Pix  0  2
2.000000e-03 6.458622e-01 1.501527e+02 1.175494e+02     Pix  0  3
2.000000e-03 5.906063e-01 1.531000e+02 1.168355e+02     Pix  0  4
2.000000e-03 6.714841e-01 1.472362e+02 1.207641e+02     Pix  0  5
2.000000e-03 6.620350e-01 1.506850e+02 1.162329e+02     Pix  0  6
2.000000e-03 6.438625e-01 1.529841e+02 1.154675e+02     Pix  0  7
2.000000e-03 6.271235e-01 1.522997e+02 1.167211e+02     Pix  0  8
2.000000e-03 6.250607e-01 1.529744e+02 1.167265e+02     Pix  0  9
2.000000e-03 6.590708e-01 1.516956e+02 1.159482e+02     Pix  0 10
2.000000e-03 6.663388e-01 1.511093e+02 1.152805e+02     Pix  0 11
2.000000e-03 6.773452e-01 1.516015e+02 1.129522e+02     Pix  0 12
2.000000e-03 6.840517e-01 1.517884e+02 1.145028e+02     Pix  0 13
2.000000e-03 6.434950e-01 1.568200e+02 1.125831e+02     Pix  0 14
2.000000e-03 6.389876e-01 1.510713e+02 1.175889e+02     Pix  0 15
2.000000e-03 6.214083e-01 1.517136e+02 1.171280e+02     Pix  0 16
2.000000e-03 6.154885e-01 1.519335e+02 1.160353e+02     Pix  0 17
2.000000e-03 6.110815e-01 1.550560e+02 1.146136e+02     Pix  0 18
1.999960e-03 6.187484e-01 1.569784e+02 1.134912e+02     Pix  0 19
2.000000e-03 6.899151e-01 1.522292e+02 1.143247e+02     Pix  0 20
1.999966e-03 6.107497e-01 1.552548e+02 1.158949e+02     Pix  0 21
2.000000e-03 6.534792e-01 1.525885e+02 1.150911e+02     Pix  0 22
2.000000e-03 6.592172e-01 1.522428e+02 1.152677e+02     Pix  0 23
2.000000e-03 7.134317e-01 1.518342e+02 1.129941e+02     Pix  0 24
2.000000e-03 7.049161e-01 1.519189e+02 1.147411e+02     Pix  0 25
1.999946e-03 6.677817e-01 1.527765e+02 1.132835e+02     Pix  0 26
2.000000e-03 6.685039e-01 1.518087e+02 1.136748e+02     Pix  0 27
2.000000e-03 6.483160e-01 1.540572e+02 1.117076e+02     Pix  0 28
2.000000e-03 6.707817e-01 1.512186e+02 1.141320e+02     Pix  0 29
2.000000e-03 6.729458e-01 1.539491e+02 1.125140e+02     Pix  0 30
2.000000e-03 6.607549e-01 1.551699e+02 1.112026e+02     Pix  0 31
2.000000e-03 7.023639e-01 1.513629e+02 1.135612e+02     Pix  0 32
2.000000e-03 6.753583e-01 1.492482e+02 1.154648e+02     Pix  0 33
2.000000e-03 6.406178e-01 1.525362e+02 1.164703e+02     Pix  0 34
2.000000e-03 6.509348e-01 1.515222e+02 1.180989e+02     Pix  0 35
2.000000e-03 6.682280e-01 1.524346e+02 1.132384e+02     Pix  0 36
2.000000e-03 6.555807e-01 1.540543e+02 1.131647e+02     Pix  0 37
2.000000e-03 6.735137e-01 1.535203e+02 1.133610e+02     Pix  0 38
2.000000e-03 6.522099e-01 1.524384e+02 1.144637e+02     Pix  0 39
2.000000e-03 6.728295e-01 1.510494e+02 1.140772e+02     Pix  0 40
2.000000e-03 6.960510e-01 1.501502e+02 1.142586e+02     Pix  0 41
1.999948e-03 6.929326e-01 1.539606e+02 1.127578e+02     Pix  0 42
2.000000e-03 7.182806e-01 1.526973e+02 1.127210e+02     Pix  0 43
2.000000e-03 6.680517e-01 1.538545e+02 1.119298e+02     Pix  0 44
2.000000e-03 6.650749e-01 1.521562e+02 1.146169e+02     Pix  0 45
1.999944e-03 6.804513e-01 1.512620e+02 1.147827e+02     Pix  0 46
2.000000e-03 6.670630e-01 1.527649e+02 1.147630e+02     Pix  0 47
1.999954e-03 6.314856e-01 1.573212e+02 1.112727e+02     Pix  0 48
2.000000e-03 7.223109e-01 1.531200e+02 1.124160e+02     Pix  0 49
2.000000e-03 7.618498e-01 1.502409e+02 1.147063e+02     Pix  0 50
2.000000e-03 6.509123e-01 1.525614e+02 1.150669e+02     Pix  0 51
2.000000e-03 6.543034e-01 1.517617e+02 1.144190e+02     Pix  0 52
2.000000e-03 6.406871e-01 1.541833e+02 1.136978e+02     Pix  0 53
2.000000e-03 6.798548e-01 1.533021e+02 1.130342e+02     Pix  0 54
2.000000e-03 6.549228e-01 1.555370e+02 1.111203e+02     Pix  0 55
2.000000e-03 6.405125e-01 1.565118e+02 1.117534e+02     Pix  0 56
2.000000e-03 6.787595e-01 1.504253e+02 1.151747e+02     Pix  0 57
2.000000e-03 6.741801e-01 1.521906e+02 1.144399e+02     Pix  0 58
2.000000e-03 6.586346e-01 1.532527e+02 1.143251e+02     Pix  0 59
2.000000e-03 7.368108e-01 1.515704e+02 1.131683e+02     Pix  0 60
2.000000e-03 6.696131e-01 1.560870e+02 1.113909e+02     Pix  0 61
2.000000e-03 6.701463e-01 1.547563e+02 1.115889e+02     Pix  0 62
2.000000e-03 6.313238e-01 1.556362e+02 1.133641e+02     Pix  0 63
2.000000e-03 6.701062e-01 1.531998e+02 1.142135e+02     Pix  0 64
1.999951e-03 6.949812e-01 1.531220e+02 1.135818e+02     Pix  0 65
2.000000e-03 6.769310e-01 1.560898e+02 1.119142e+02     Pix  0 66
2.000000e-03 7.597147e-01 1.523164e+02 1.136175e+02     Pix  0 67
1.999951e-03 6.919528e-01 1.555823e+02 1.133255e+02     Pix  0 68
2.000000e-03 6.401455e-01 1.538406e+02 1.152966e+02     Pix  0 69
1.999953e-03 6.545646e-01 1.530304e+02 1.147217e+02     Pix  0 70
2.000000e-03 6.328235e-01 1.548633e+02 1.165386e+02     Pix  0 71
2.000000e-03 6.688247e-01 1.538732e+02 1.138796e+02     Pix  0 72
2.000000e-03 6.644872e-01 1.553621e+02 1.097967e+02     Pix  0 73
2.000000e-03 6.658027e-01 1.552697e+02 1.114217e+02     Pix  0 74
2.000000e-03 6.754249e-01 1.521384e+02 1.145680e+02     Pix  0 75
1.999946e-03 7.185831e-01 1.508595e+02 1.156338e+02     Pix  0 76
2.000000e-03 6.659969e-01 1.544096e+02 1.144041e+02     Pix  0 77
2.000000e-03 6.776807e-01 1.570627e+02 1.106103e+02     Pix  0 78
2.000000e-03 7.554494e-01 1.471112e+02 1.147403e+02     Pix  0 79
2.000000e-03 5.656305e-01 1.599645e+02 1.136479e+02     Pix  1  0
2.000000e-03 6.134063e-01 1.571313e+02 1.152974e+02     Pix  1  1
2.000000e-03 5.844815e-01 1.600876e+02 1.120856e+02     Pix  1  2
2.000000e-03 5.786042e-01 1.576979e+02 1.153860e+02     Pix  1  3
2.000000e-03 5.593454e-01 1.602235e+02 1.129351e+02     Pix  1  4
2.000000e-03 5.667625e-01 1.630768e+02 1.104792e+02     Pix  1  5
1.999959e-03 6.168891e-01 1.601503e+02 1.114144e+02     Pix  1  6
2.000000e-03 6.305483e-01 1.585111e+02 1.132884e+02     Pix  1  7
2.000000e-03 6.501115e-01 1.541598e+02 1.155673e+02     Pix  1  8
2.000000e-03 6.387257e-01 1.573895e+02 1.119575e+02     Pix  1  9
2.000000e-03 5.656868e-01 1.633170e+02 1.113400e+02     Pix  1 10
1.999960e-03 6.191046e-01 1.607566e+02 1.118402e+02     Pix  1 11
2.000000e-03 6.041405e-01 1.636401e+02 1.076659e+02     Pix  1 12
1.999960e-03 6.232101e-01 1.613753e+02 1.098312e+02     Pix  1 13
2.000000e-03 6.338863e-01 1.623508e+02 1.079606e+02     Pix  1 14
2.000000e-03 5.786130e-01 1.605125e+02 1.142162e+02     Pix  1 15
2.000000e-03 5.793812e-01 1.605820e+02 1.118703e+02     Pix  1 16
2.000000e-03 6.072902e-01 1.572610e+02 1.155853e+02     Pix  1 17
2.000000e-03 6.020619e-01 1.618424e+02 1.111541e+02     Pix  1 18
1.999965e-03 5.945680e-01 1.613916e+02 1.112963e+02     Pix  1 19
2.000000e-03 5.713337e-01 1.639005e+02 1.094620e+02     Pix  1 20
2.000000e-03 6.064116e-01 1.588997e+02 1.120841e+02     Pix  1 21
1.999958e-03 6.274901e-01 1.596905e+02 1.121919e+02     Pix  1 22
2.000000e-03 6.504895e-01 1.570996e+02 1.137869e+02     Pix  1 23
1.999949e-03 6.701706e-01 1.580430e+02 1.103669e+02     Pix  1 24
2.000000e-03 6.328884e-01 1.617996e+02 1.087834e+02     Pix  1 25
2.000000e-03 6.301530e-01 1.626579e+02 1.095331e+02     Pix  1 26
