Parameters of the vcal vs. pulse height fits
par[3] + par[2] * TMath::TanH(par[0]*x[0] - par[1])

2.000000e-03 6.061924e-01 1.577380e+02 1.091401e+02     Pix  0  0
2.000000e-03 6.370567e-01 1.583605e+02 1.085499e+02     Pix  0  1
2.000000e-03 5.833915e-01 1.617853e+02 1.052346e+02     Pix  0  2
2.000000e-03 5.649108e-01 1.610118e+02 1.067125e+02     Pix  0  3
2.000000e-03 5.984244e-01 1.578697e+02 1.075126e+02     Pix  0  4
2.000000e-03 5.315986e-01 1.641123e+02 1.059806e+02     Pix  0  5
2.000000e-03 5.839979e-01 1.629302e+02 1.048034e+02     Pix  0  6
2.000000e-03 5.724880e-01 1.636443e+02 1.021084e+02     Pix  0  7
2.000000e-03 5.522055e-01 1.660064e+02 1.012823e+02     Pix  0  8
2.000000e-03 5.970888e-01 1.606092e+02 1.055825e+02     Pix  0  9
2.000000e-03 5.695382e-01 1.645939e+02 1.045455e+02     Pix  0 10
2.000000e-03 6.344854e-01 1.590892e+02 1.056763e+02     Pix  0 11
2.000000e-03 6.229920e-01 1.624248e+02 1.037071e+02     Pix  0 12
2.000000e-03 6.270350e-01 1.637934e+02 1.011955e+02     Pix  0 13
2.000000e-03 5.898615e-01 1.653219e+02 1.009362e+02     Pix  0 14
2.000000e-03 5.866868e-01 1.579401e+02 1.080705e+02     Pix  0 15
1.999961e-03 6.016240e-01 1.594538e+02 1.094368e+02     Pix  0 16
2.000000e-03 5.535416e-01 1.626485e+02 1.066601e+02     Pix  0 17
2.000000e-03 5.702028e-01 1.660596e+02 1.017739e+02     Pix  0 18
2.000000e-03 5.991796e-01 1.633451e+02 1.025331e+02     Pix  0 19
2.000000e-03 5.927876e-01 1.644225e+02 1.029165e+02     Pix  0 20
2.000000e-03 5.679050e-01 1.646073e+02 1.045265e+02     Pix  0 21
2.000000e-03 6.317376e-01 1.598310e+02 1.044376e+02     Pix  0 22
2.000000e-03 5.849922e-01 1.630299e+02 1.016051e+02     Pix  0 23
2.000000e-03 6.099635e-01 1.633048e+02 1.016945e+02     Pix  0 24
2.000000e-03 6.272960e-01 1.647331e+02 1.040471e+02     Pix  0 25
2.000000e-03 6.102815e-01 1.647484e+02 1.002018e+02     Pix  0 26
2.000000e-03 5.739747e-01 1.653015e+02 1.019560e+02     Pix  0 27
2.000000e-03 5.821309e-01 1.639999e+02 1.040020e+02     Pix  0 28
2.000000e-03 5.652713e-01 1.633980e+02 1.029283e+02     Pix  0 29
2.000000e-03 6.064739e-01 1.642478e+02 9.972898e+01     Pix  0 30
2.000000e-03 6.266104e-01 1.616423e+02 1.028458e+02     Pix  0 31
2.000000e-03 6.081784e-01 1.644374e+02 1.008100e+02     Pix  0 32
2.000000e-03 5.507116e-01 1.632833e+02 1.048746e+02     Pix  0 33
2.000000e-03 5.828413e-01 1.625240e+02 1.051977e+02     Pix  0 34
2.000000e-03 6.057797e-01 1.597150e+02 1.070336e+02     Pix  0 35
2.000000e-03 6.354701e-01 1.608119e+02 1.062465e+02     Pix  0 36
2.000000e-03 6.268888e-01 1.626076e+02 1.033058e+02     Pix  0 37
2.000000e-03 6.278990e-01 1.633091e+02 1.046869e+02     Pix  0 38
1.999955e-03 6.288168e-01 1.609249e+02 1.055066e+02     Pix  0 39
2.000000e-03 5.989919e-01 1.625682e+02 1.037517e+02     Pix  0 40
2.000000e-03 6.054806e-01 1.608001e+02 1.040110e+02     Pix  0 41
2.000000e-03 6.249806e-01 1.651893e+02 1.022762e+02     Pix  0 42
2.000000e-03 6.430245e-01 1.637658e+02 1.009567e+02     Pix  0 43
2.000000e-03 6.206240e-01 1.654672e+02 1.001224e+02     Pix  0 44
2.000000e-03 6.229042e-01 1.612318e+02 1.041539e+02     Pix  0 45
2.000000e-03 6.298096e-01 1.612307e+02 1.057103e+02     Pix  0 46
2.000000e-03 6.179782e-01 1.605877e+02 1.045200e+02     Pix  0 47
