Pulse heights for the following Vcal values:
Low range:  50 100 150 200 250 
High range:  30 50 70 90 200 

  41  53  66  79  93  83 126 166 209 255    Pix  0  0
  38  49  64  77  92  79 124 165 207 255    Pix  0  1
  37  49  63  75  89  76 119 159 202 255    Pix  0  2
  40  52  65  77  92  79 123 162 205 255    Pix  0  3
  40  53  66  79  94  82 126 166 209 255    Pix  0  4
  40  52  65  78  94  79 125 165 210 255    Pix  0  5
  40  51  67  79  94  81 126 166 211 255    Pix  0  6
  37  50  62  77  91  78 123 163 207 255    Pix  0  7
  34  47  61  75  89  77 119 161 204 255    Pix  0  8
  37  49  63  77  92  78 123 164 207 255    Pix  0  9
  33  46  59  72  88  75 120 162 205 255    Pix  0 10
  33  44  57  70  85  73 116 157 202 255    Pix  0 11
  30  42  55  69  84  71 116 158 201 255    Pix  0 12
  29  42  54  68  84  70 115 157 200 255    Pix  0 13
  32  45  59  72  86  74 119 160 205 255    Pix  0 14
  42  54  68  81  97  84 130 171 217 255    Pix  0 15
  41  52  67  80  95  83 128 171 214 255    Pix  0 16
  37  49  63  77  91  78 122 162 206 255    Pix  0 17
  32  45  58  70  86  73 116 158 202 255    Pix  0 18
  33  46  60  73  87  76 120 162 207 255    Pix  0 19
  35  46  61  74  89  77 123 163 207 255    Pix  0 20
  33  46  60  73  88  76 119 160 205 255    Pix  0 21
  35  47  62  75  90  78 121 163 207 255    Pix  0 22
  36  47  62  75  89  77 120 162 206 255    Pix  0 23
  31  43  57  70  85  72 117 158 203 255    Pix  0 24
  28  41  54  67  81  69 114 155 199 255    Pix  0 25
  28  40  53  66  80  68 111 151 194 255    Pix  0 26
  33  46  60  72  86  75 118 158 202 255    Pix  0 27
  35  47  60  74  89  76 120 161 205 255    Pix  0 28
  34  45  60  73  86  75 118 159 202 255    Pix  0 29
  28  40  54  66  80  69 112 155 198 255    Pix  0 30
  31  45  58  72  86  74 118 159 205 255    Pix  0 31
  29  40  54  68  82  69 114 157 200 255    Pix  0 32
  36  48  63  75  90  77 121 162 206 255    Pix  0 33
  42  54  68  81  95  83 128 170 214 255    Pix  0 34
  36  47  61  75  88  76 120 161 205 255    Pix  0 35
  38  50  64  78  92  80 125 168 213 255    Pix  0 36
  31  44  56  70  85  73 117 158 202 255    Pix  0 37
  32  45  59  72  87  76 120 162 206 255    Pix  0 38
  33  46  61  74  88  76 121 163 208 255    Pix  0 39
  35  47  61  74  88  76 120 162 205 255    Pix  0 40
  33  46  59  73  86  75 117 159 203 255    Pix  0 41
  29  41  53  69  83  70 115 157 202 255    Pix  0 42
